// <0000> あの日から、数日を経た。
<0000> あの日から、数日を経た。

// <2499> 瑚太朗
<2499> 瑚太朗

// <2500> 「そう言えばさ。……ルチアって、ほら、……ガッの組織の、エージェントなわけだろ？」
<2500> 「そう言えばさ。……ルチアって、ほら、……ガッの組織の、エージェントなわけだろ？」

// <2501> ルチア
<2501> ルチア

// <2502> 「ガッ？　あぁ、ガー……アンか。一応はな」
<2502> 「ガッ？　あぁ、ガー……アンか。一応はな」

// <2503> 瑚太朗
<2503> 瑚太朗

// <2504> 「銃とか、……やっぱり扱えるわけか？」
<2504> 「銃とか、……やっぱり扱えるわけか？」

// <2505> ルチア
<2505> ルチア

// <2506> 「基礎訓練は受けているが、その程度だ」
<2506> 「基礎訓練は受けているが、その程度だ」

// <2507> ルチア
<2507> ルチア

// <2508> 「日本国内では、実銃を発砲できる状況はほぼないからな」
<2508> 「日本国内では、実銃を発砲できる状況はほぼないからな」

// <2509> 瑚太朗
<2509> 瑚太朗

// <2510> 「そうなのか。スカートの中にホルスターと拳銃が隠してあって…、何てのは漫画の中だけなのか…」
<2510> 「そうなのか。スカートの中にホルスターと拳銃が隠してあって…、何てのは漫画の中だけなのか…」

// <2511> ルチア
<2511> ルチア

// <2512> 「くす。スカートを履く日に銃撃戦なんて御免だな」
<2512> 「くす。スカートを履く日に銃撃戦なんて御免だな」

// <2513> ルチア
<2513> ルチア

// <2514> 「……それに、私には特別な事情があって、銃などの精密な武器はあまり向かないのだ」
<2514> 「……それに、私には特別な事情があって、銃などの精密な武器はあまり向かないのだ」

// <2515> 瑚太朗
<2515> 瑚太朗

// <2516> 「どうして？」
<2516> 「どうして？」

// <2517> ルチアの笑いが、少しだけ陰りを帯びる。
<2517> ルチアの笑いが、少しだけ陰りを帯びる。

// <2518> ルチア
<2518> ルチア

// <2519> 「私の手から滲むのは、毒だけではないからだ」
<2519> 「私の手から滲むのは、毒だけではないからだ」

// <2520> ルチア
<2520> ルチア

// <2521> 「……今は薬で抑えられているし、自らの意思で抑制できるが。ある種の超振動も出るのだ」
<2521> 「……今は薬で抑えられているし、自らの意思で抑制できるが。ある種の超振動も出るのだ」

// <2522> 瑚太朗
<2522> 瑚太朗

// <2523> 「超振動？　何だかスゲェな。超合金ロボの必殺技みたいだ」
<2523> 「超振動？　何だかスゲェな。超合金ロボの必殺技みたいだ」

// <2524> わざと茶化すように言う。
<2524> わざと茶化すように言う。

// <2525> 彼女が望まない話題ならば、それに怒ることで切り上げて欲しかったからだ。
<2525> 彼女が望まない話題ならば、それに怒ることで切り上げて欲しかったからだ。

// <2526> しかしルチアは、今さら隠し事はしたくないと柔らかに笑い、続けた。
<2526> しかしルチアは、今さら隠し事はしたくないと柔らかに笑い、続けた。

// <2527> ルチア
<2527> ルチア

// <2528> 「……超振動など。毒と同様に、何の役にも立たない、ただの呪いだ」
<2528> 「……超振動など。毒と同様に、何の役にも立たない、ただの呪いだ」

// <2529> ルチア
<2529> ルチア

// <2530> 「私が精密機器を持つと、それだけで壊してしまうことがある」
<2530> 「私が精密機器を持つと、それだけで壊してしまうことがある」

// <2531> ルチア
<2531> ルチア

// <2532> 「この力を抑制できるようになるまでは、腕時計さえ付けられなかった」
<2532> 「この力を抑制できるようになるまでは、腕時計さえ付けられなかった」

// <2533> 瑚太朗
<2533> 瑚太朗

// <2534> 「毒で辛い思いをした、というのは聞いてたが…。そんなのもあったのか…」
<2534> 「毒で辛い思いをした、というのは聞いてたが…。そんなのもあったのか…」

// <2535> ルチア
<2535> ルチア

// <2536> 「超振動自体は、人の命を奪わないかもしれない。…しかし、物は壊してしまう」
<2536> 「超振動自体は、人の命を奪わないかもしれない。…しかし、物は壊してしまう」

// <2537> ルチア
<2537> ルチア

// <2538> 「……つまり私の手は、毒によって命を奪い、超振動によって物も壊してしまう、２つの呪いを持つのだ…」
<2538> 「……つまり私の手は、毒によって命を奪い、超振動によって物も壊してしまう、２つの呪いを持つのだ…」

// <2539> 瑚太朗
<2539> 瑚太朗

// <2540> 「………あ。まさか、俺の携帯を壊したり、窓ガラスを割ったのって…」
<2540> 「………あ。まさか、俺の携帯を壊したり、窓ガラスを割ったのって…」

// <2541> ルチア
<2541> ルチア

// <2542> 「そうだ。この力だ。……まさか、祟りの真似事のために使うことになるとはな……」
<2542> 「そうだ。この力だ。……まさか、祟りの真似事のために使うことになるとはな……」

// <2543> 彼女が自称するように、その超振動はまさに、もう１つの呪いだった。
<2543> 彼女が自称するように、その超振動はまさに、もう１つの呪いだった。

// <2544> 彼女の身近の機械が、狂ったり、壊れたり。
<2544> 彼女の身近の機械が、狂ったり、壊れたり。

// <2545> そういえば、アサヒハルカの怪談でも、少女が鏡を覗くと割れたと、その超振動のことを語っている…。
<2545> そういえば、アサヒハルカの怪談でも、少女が鏡を覗くと割れたと、その超振動のことを語っている…。

// <2546> また、彼女が所属していたという、次世代人類プロジェクトでは多数の精密機器を扱った為、彼女のこの問題は敏感に対処された。
<2546> また、彼女が所属していたという、次世代人類プロジェクトでは多数の精密機器を扱った為、彼女のこの問題は敏感に対処された。

// <2547> その為、彼女には幼い頃から、これを抑制するための薬物の投与が行なわれていたという。
<2547> その為、彼女には幼い頃から、これを抑制するための薬物の投与が行なわれていたという。

// <2548> しかし、薬物がなければ、人にも物にも近寄れない存在となってしまったことが、幼い日の彼女をどれだけ傷つけたか、……想像もつかない。
<2548> しかし、薬物がなければ、人にも物にも近寄れない存在となってしまったことが、幼い日の彼女をどれだけ傷つけたか、……想像もつかない。

// <2549> もちろん、毒も、超振動も。どちらの「呪い」も、彼女が望んで得たものではない。
<2549> もちろん、毒も、超振動も。どちらの「呪い」も、彼女が望んで得たものではない。

// <2550> ルチアが毒に満ちた千年後の世界に適応した結果、毒を持つ存在となったように。
<2550> ルチアが毒に満ちた千年後の世界に適応した結果、毒を持つ存在となったように。

// <2551> 全ての建造物が形を失って砂漠に沈んだ、千年後の世界に適応するために、彼女に与えられてしまった「第二の呪い」なのだ。
<2551> 全ての建造物が形を失って砂漠に沈んだ、千年後の世界に適応するために、彼女に与えられてしまった「第二の呪い」なのだ。

// <2552> ルチア
<2552> ルチア

// <2553> 「この第二の呪いは、使いこなすことで特殊工作に使えるのではないかと期待され、一時期、訓練も重ねた」
<2553> 「この第二の呪いは、使いこなすことで特殊工作に使えるのではないかと期待され、一時期、訓練も重ねた」

// <2554> ルチア
<2554> ルチア

// <2555> 「その成果は、瑚太朗も知っての通りだ」
<2555> 「その成果は、瑚太朗も知っての通りだ」

// <2556> 瑚太朗
<2556> 瑚太朗

// <2557> 「……手を触れずにガラスや蛍光灯を割ったり、か」
<2557> 「……手を触れずにガラスや蛍光灯を割ったり、か」

// <2558> ルチアは特殊な訓練の結果、ある一定の範囲内の対象物質に働きかけ、小さな破壊をすることが出来る。
<2558> ルチアは特殊な訓練の結果、ある一定の範囲内の対象物質に働きかけ、小さな破壊をすることが出来る。

// <2559> ガラスや蛍光灯、携帯電話や時計を破壊するなどの、小さな破壊だ。
<2559> ガラスや蛍光灯、携帯電話や時計を破壊するなどの、小さな破壊だ。

// <2560> ルチア
<2560> ルチア

// <2561> 「実戦で使う機会などない」
<2561> 「実戦で使う機会などない」

// <2562> ルチア
<2562> ルチア

// <2563> 「……遠距離からの、回線切断などを期待されたが、そんなケースはこれまでも、これからもありそうにない。祟りの真似事が精一杯だ」
<2563> 「……遠距離からの、回線切断などを期待されたが、そんなケースはこれまでも、これからもありそうにない。祟りの真似事が精一杯だ」

// <2564> そんな事情があったので、彼女は銃という精密機械と相性が悪いらしい。
<2564> そんな事情があったので、彼女は銃という精密機械と相性が悪いらしい。

// <2565> 今はもう、超振動も抑制されているので、銃も扱えることにはなってるだろう。
<2565> 今はもう、超振動も抑制されているので、銃も扱えることにはなってるだろう。

// <2566> しかし、実戦で自分の命を預けることになる武器に、ひょっとしたら壊れるかもしれないなんてリスクを、負いたくはない。
<2566> しかし、実戦で自分の命を預けることになる武器に、ひょっとしたら壊れるかもしれないなんてリスクを、負いたくはない。

// <2567> 瑚太朗
<2567> 瑚太朗

// <2568> 「銃が駄目なら、ルチアは何を武器にするんだ…？」
<2568> 「銃が駄目なら、ルチアは何を武器にするんだ…？」

// <2569> ルチア
<2569> ルチア

// <2570> 「日本国内でもっとも合法的で、そして殺傷力があるのは刃物だ」
<2570> 「日本国内でもっとも合法的で、そして殺傷力があるのは刃物だ」

// <2571> ルチア
<2571> ルチア

// <2572> 「刀剣類を使った近接戦闘術は、一通り習熟している」
<2572> 「刀剣類を使った近接戦闘術は、一通り習熟している」

// <2573> 瑚太朗
<2573> 瑚太朗

// <2574> 「……ルチアはそれで、ガイアの連中と戦ったことはあるのか？」
<2574> 「……ルチアはそれで、ガイアの連中と戦ったことはあるのか？」

// <2575> ルチア
<2575> ルチア

// <2576> 「ある」
<2576> 「ある」

// <2577> 小さくだけれど、彼女は躊躇せず頷いて見せた。
<2577> 小さくだけれど、彼女は躊躇せず頷いて見せた。

// <2578> ガーディアンとガイアは、互いに敵対する関係にある組織だ。
<2578> ガーディアンとガイアは、互いに敵対する関係にある組織だ。

// <2579> 一方は地球を守り、一方は地球再生と称して、地球を滅ぼそうとする。
<2579> 一方は地球を守り、一方は地球再生と称して、地球を滅ぼそうとする。

// <2580> その暗闘は、誰にも知られることなく、世界のあちこちで、今日も繰り広げられている…。
<2580> その暗闘は、誰にも知られることなく、世界のあちこちで、今日も繰り広げられている…。

// <2581> 
<2581> 

// <2582> ガーディアンとガイアの間には、当然のことながら、交渉チャンネルはない。
<2582> ガーディアンとガイアの間には、当然のことながら、交渉チャンネルはない。

// <2583> しかし、非公式な形では存在しており、ガーディアンはガイアに対し、何らかのアクションがあった場合、必ず報復を行なうことを予告していた。
<2583> しかし、非公式な形では存在しており、ガーディアンはガイアに対し、何らかのアクションがあった場合、必ず報復を行なうことを予告していた。

// <2584> その為、ガイアが何かの動きを見せれば、それに対する報復と称して、ガーディアンはガイアの要人を襲撃し、時に暗殺にさえ及ぶ。
<2584> その為、ガイアが何かの動きを見せれば、それに対する報復と称して、ガーディアンはガイアの要人を襲撃し、時に暗殺にさえ及ぶ。

// <2585> 世界で時折ニュースとなる、要人の事故や暗殺。
<2585> 世界で時折ニュースとなる、要人の事故や暗殺。

// <2586> それらはガーディアンとガイアの暗闘が表に現れたものの一つかもしれない…。
<2586> それらはガーディアンとガイアの暗闘が表に現れたものの一つかもしれない…。

// <2587> そして無論、ガイア側とて指をくわえては見ていない。
<2587> そして無論、ガイア側とて指をくわえては見ていない。

// <2588> ガイア要人が暗殺されれば、それに対する報復を直ちに行なう。
<2588> ガイア要人が暗殺されれば、それに対する報復を直ちに行なう。

// <2589> ……報復の連鎖が、終わりない暗闘へ、双方の組織を誘っていく…。
<2589> ……報復の連鎖が、終わりない暗闘へ、双方の組織を誘っていく…。

// <2590> 先日もアメリカで、ガイアの資金団体の一つがガーディアンの手引きによって、ＣＩＡからの攻撃を受けた。
<2590> 先日もアメリカで、ガイアの資金団体の一つがガーディアンの手引きによって、ＣＩＡからの攻撃を受けた。

// <2591> これに対し、ガイアも当然、報復を非公式に予告している。
<2591> これに対し、ガイアも当然、報復を非公式に予告している。

// <2592> さらに全世界では、“鍵”の情報が錯綜しており、両勢力の世界規模での暗闘は、ますますに激化していくものと思われた…。
<2592> さらに全世界では、“鍵”の情報が錯綜しており、両勢力の世界規模での暗闘は、ますますに激化していくものと思われた…。

// <2593> 
<2593> 

// <2594> 瑚太朗
<2594> 瑚太朗

// <2595> 「……地球を守るために、楯にもなり、槍にもなる、か」
<2595> 「……地球を守るために、楯にもなり、槍にもなる、か」

// <2596> ルチア
<2596> ルチア

// <2597> 「誰かがやらなくてはならない」
<2597> 「誰かがやらなくてはならない」

// <2598> ルチア
<2598> ルチア

// <2599> 「物心ついた時にはもう、その役目は与えられていた」
<2599> 「物心ついた時にはもう、その役目は与えられていた」

// <2600> 瑚太朗
<2600> 瑚太朗

// <2601> 「自ら選んだ運命ってわけじゃないんだな…」
<2601> 「自ら選んだ運命ってわけじゃないんだな…」

// <2602> ルチア
<2602> ルチア

// <2603> 「生まれる星を選べないように、私たちも運命を選ぶことは出来ない」
<2603> 「生まれる星を選べないように、私たちも運命を選ぶことは出来ない」

// <2604> ルチア
<2604> ルチア

// <2605> 「……自らを呪うことはあっても、使命を呪ったことはない」
<2605> 「……自らを呪うことはあっても、使命を呪ったことはない」

// <2606> ……彼女は一体、いつからガーディアンという組織に所属しているのだろう。
<2606> ……彼女は一体、いつからガーディアンという組織に所属しているのだろう。

// <2607> それを聞くことは、彼女の辛い記憶と直結しそうで、はばかられた…。
<2607> それを聞くことは、彼女の辛い記憶と直結しそうで、はばかられた…。

// <2608> 瑚太朗
<2608> 瑚太朗

// <2609> 「……ルチアは、強いな」
<2609> 「……ルチアは、強いな」

// <2610> ルチア
<2610> ルチア

// <2611> 「わからない。これは、強さだろうか」
<2611> 「わからない。これは、強さだろうか」

// <2612> 瑚太朗
<2612> 瑚太朗

// <2613> 「…………」
<2613> 「…………」

// <2614> ルチア
<2614> ルチア

// <2615> 「命令が下ったなら。私は見ず知らずの相手であっても容赦しない」
<2615> 「命令が下ったなら。私は見ず知らずの相手であっても容赦しない」

// <2616> ルチア
<2616> ルチア

// <2617> 「……暗殺が命令であれば、それも実行する。……時に相手は、このショーケースに並んでいるような銃の、実銃で武装していることもあるかもしれない」
<2617> 「……暗殺が命令であれば、それも実行する。……時に相手は、このショーケースに並んでいるような銃の、実銃で武装していることもあるかもしれない」

// <2618> ルチア
<2618> ルチア

// <2619> 「しかしそれでも、私は怯むことを許されない」
<2619> 「しかしそれでも、私は怯むことを許されない」

// <2620> 瑚太朗
<2620> 瑚太朗

// <2621> 「……俺は、……そんな物騒なことに、ルチアを関わらせたいとは思わない」
<2621> 「……俺は、……そんな物騒なことに、ルチアを関わらせたいとは思わない」

// <2622> 瑚太朗
<2622> 瑚太朗

// <2623> 「……しかし、そんなルチアたちの努力が、凶悪なテロ組織を封じ、世界の平和を守ってることも理解してる…」
<2623> 「……しかし、そんなルチアたちの努力が、凶悪なテロ組織を封じ、世界の平和を守ってることも理解してる…」

// <2624> 瑚太朗
<2624> 瑚太朗

// <2625> 「やめろとも、頑張れとも、…どちらとも言えない。複雑な、辛い気持ちだ…」
<2625> 「やめろとも、頑張れとも、…どちらとも言えない。複雑な、辛い気持ちだ…」

// <2626> ルチア
<2626> ルチア

// <2627> 「ありがとう…」
<2627> 「ありがとう…」

// <2628> ルチア
<2628> ルチア

// <2629> 「安心しろ。私とて、死にたくはない。今は、もう」
<2629> 「安心しろ。私とて、死にたくはない。今は、もう」

// <2630> 
<2630> 

// <2631> 瑚太朗
<2631> 瑚太朗

// <2632> 「…………」
<2632> 「…………」

// <2633> ルチア
<2633> ルチア

// <2634> 「だから、瑚太朗には感謝している」
<2634> 「だから、瑚太朗には感謝している」

// <2635> ルチア
<2635> ルチア

// <2636> 「……お前がいてくれたから、私は生きていたいと、心底から思えるようになった」
<2636> 「……お前がいてくれたから、私は生きていたいと、心底から思えるようになった」

// <2637> 瑚太朗
<2637> 瑚太朗

// <2638> 「……ルチア」
<2638> 「……ルチア」

// <2639> ルチア
<2639> ルチア

// <2640> 「ありがとう。……私に出会ってくれて」
<2640> 「ありがとう。……私に出会ってくれて」

// <2641> かつて、その身の毒で誰も近付けることの出来ない、千年の孤独の約束された私にとって。
<2641> かつて、その身の毒で誰も近付けることの出来ない、千年の孤独の約束された私にとって。

// <2642> 戦いでの死は、安らかな解放さえ意味した。
<2642> 戦いでの死は、安らかな解放さえ意味した。

// <2643> しかし私は今、天王寺瑚太朗という、共に生きることの出来る存在を得た。
<2643> しかし私は今、天王寺瑚太朗という、共に生きることの出来る存在を得た。

// <2644> 孤独でないということは、ただそれだけで生きる理由になる。
<2644> 孤独でないということは、ただそれだけで生きる理由になる。

// <2645> これは大袈裟な意味でも何でもない。
<2645> これは大袈裟な意味でも何でもない。

// <2646> そう。……私は今日まで、生きてはこなかった。
<2646> そう。……私は今日まで、生きてはこなかった。

// <2647> そして、瑚太朗のお陰で、生きていくことが出来る。
<2647> そして、瑚太朗のお陰で、生きていくことが出来る。

// <2648> だからもはや私は。
<2648> だからもはや私は。

// <2649> 天王寺瑚太朗のためだけに、生きていた。
<2649> 天王寺瑚太朗のためだけに、生きていた。

// <2650> ……………。
<2650> ……………。

// <2651> 私、……ちょっと、浮かれ過ぎている、…かな……。
<2651> 私、……ちょっと、浮かれ過ぎている、…かな……。

// <2652> そんな私にとって、夢のような時間が過ぎ去るのはあっという間だった。
<2652> そんな私にとって、夢のような時間が過ぎ去るのはあっという間だった。

// <2653> 気付けば、お腹がぺこぺこでもおかしくない時間になっていた。
<2653> 気付けば、お腹がぺこぺこでもおかしくない時間になっていた。

// <2654> ルチア
<2654> ルチア

// <2655> 「こんな時間まで遊んでしまっていたのか…」
<2655> 「こんな時間まで遊んでしまっていたのか…」

// <2656> ルチア
<2656> ルチア

// <2657> 「どうしよう、夕食のことをまったく考えていなかった…」
<2657> 「どうしよう、夕食のことをまったく考えていなかった…」

// <2658> 瑚太朗
<2658> 瑚太朗

// <2659> 「上に展望レストランがあるそうだから、行ってみようぜ」
<2659> 「上に展望レストランがあるそうだから、行ってみようぜ」

// <2660> ルチア
<2660> ルチア

// <2661> 「て、展望レストラン…！？　な、何だか高そうなイメージが…」
<2661> 「て、展望レストラン…！？　な、何だか高そうなイメージが…」

// <2662> 瑚太朗
<2662> 瑚太朗

// <2663> 「ネットの口コミでもかなり評判がいいんだ。行こうぜ！」
<2663> 「ネットの口コミでもかなり評判がいいんだ。行こうぜ！」

// <2664> ……デートを展望レストランで締めくくることになるなんて…。
<2664> ……デートを展望レストランで締めくくることになるなんて…。

// <2665> その夢は確か、今年の元旦に静流に打ち明けたんじゃなかったっけ……。
<2665> その夢は確か、今年の元旦に静流に打ち明けたんじゃなかったっけ……。

// <2666> いつか素敵な王子様が現れたら、……理想のデートに誘ってもらいたいって……。
<2666> いつか素敵な王子様が現れたら、……理想のデートに誘ってもらいたいって……。

// <2667> ……信じられないくらいに、瑚太朗はそれを全てなぞってくれていた。
<2667> ……信じられないくらいに、瑚太朗はそれを全てなぞってくれていた。

// <2668> 彼が、本当に運命の人なんじゃないかって、信じかけていた。
<2668> 彼が、本当に運命の人なんじゃないかって、信じかけていた。

// <2669> もし、私の話した夢の通りなら、展望レストランは「予約」されていることになってる。
<2669> もし、私の話した夢の通りなら、展望レストランは「予約」されていることになってる。

// <2670> 素敵なレストランをリザーブで入るのも夢だったのだ。
<2670> 素敵なレストランをリザーブで入るのも夢だったのだ。

// <2671> もしも、本当に「予約」されていたなら……。
<2671> もしも、本当に「予約」されていたなら……。

// <2672> 
<2672> 

// <2673> ルチア
<2673> ルチア

// <2674> 「とても素敵そうなレストランだが、……ず、ずいぶん並んでるぞ…？」
<2674> 「とても素敵そうなレストランだが、……ず、ずいぶん並んでるぞ…？」

// <2675> 瑚太朗
<2675> 瑚太朗

// <2676> 「あぁ、大丈夫だぜ。……あの、すみません。予約してる天王寺ですけど」
<2676> 「あぁ、大丈夫だぜ。……あの、すみません。予約してる天王寺ですけど」

// <2677> ウェイター
<2677> ウェイター

// <2678> 「失礼いたしました。天王寺瑚太朗様」
<2678> 「失礼いたしました。天王寺瑚太朗様」

// <2679> ウェイター
<2679> ウェイター

// <2680> 「お二人様ですね。お待ち申し上げておりました。どうぞこちらへ」
<2680> 「お二人様ですね。お待ち申し上げておりました。どうぞこちらへ」

// <2681> 瑚太朗
<2681> 瑚太朗

// <2682> 「な？　こんなこともあろうかと、予約してあったというわけだぜ」
<2682> 「な？　こんなこともあろうかと、予約してあったというわけだぜ」

// <2683> ルチア
<2683> ルチア

// <2684> 「こ、……瑚太朗……」
<2684> 「こ、……瑚太朗……」

// <2685> ……これで、はっきりした。
<2685> ……これで、はっきりした。

// <2686> きっと静流は、私の夢を、瑚太朗に話していたのだ。
<2686> きっと静流は、私の夢を、瑚太朗に話していたのだ。

// <2687> そして瑚太朗は、私の夢を叶えるために、……今日という日を作り上げてくれた…。
<2687> そして瑚太朗は、私の夢を叶えるために、……今日という日を作り上げてくれた…。

// <2688> 私は今日。あまりに楽しくて、ずっと浮かれていながらも、……ひとつだけ、怯えていた。
<2688> 私は今日。あまりに楽しくて、ずっと浮かれていながらも、……ひとつだけ、怯えていた。

// <2689> 私にとっては「デート」でも、……瑚太朗にとっては、私の不遇な体質に同情しての、ちょっとした「お付き合い」かもしれないと、心のどこかで怯えていた。
<2689> 私にとっては「デート」でも、……瑚太朗にとっては、私の不遇な体質に同情しての、ちょっとした「お付き合い」かもしれないと、心のどこかで怯えていた。

// <2690> 瑚太朗は確かに私をデートに誘ってくれたが、……散歩みたいなものだから気楽に、とも言っていた。
<2690> 瑚太朗は確かに私をデートに誘ってくれたが、……散歩みたいなものだから気楽に、とも言っていた。

// <2691> 行ったことのないショッピングモールがあるから、散歩に行ってみようと誘われた…。
<2691> 行ったことのないショッピングモールがあるから、散歩に行ってみようと誘われた…。

// <2692> そう。これは瑚太朗にとって、ちょっとした「散歩」だったかもしれないのだ。
<2692> そう。これは瑚太朗にとって、ちょっとした「散歩」だったかもしれないのだ。

// <2693> でも、彼にとってもこれが、……「デート」であって欲しいと願い、……怯えていた…。
<2693> でも、彼にとってもこれが、……「デート」であって欲しいと願い、……怯えていた…。

// <2694> ルチア
<2694> ルチア

// <2695> 「こ、……こんな素敵なレストランを予約してくれて……、ありがとう……」
<2695> 「こ、……こんな素敵なレストランを予約してくれて……、ありがとう……」

// <2696> 瑚太朗
<2696> 瑚太朗

// <2697> 「これでシメがラーメン屋だったら、さすがにがっかりだろ？」
<2697> 「これでシメがラーメン屋だったら、さすがにがっかりだろ？」

// <2698> 瑚太朗
<2698> 瑚太朗

// <2699> 「何しろ、記念すべき初めてなんだから、これくらいの奮発があってもいいはずだぜ」
<2699> 「何しろ、記念すべき初めてなんだから、これくらいの奮発があってもいいはずだぜ」

// <2700> ルチア
<2700> ルチア

// <2701> 「は、初めてって、……何の……？」
<2701> 「は、初めてって、……何の……？」

// <2702> 瑚太朗
<2702> 瑚太朗

// <2703> 「俺たちの、デートの」
<2703> 「俺たちの、デートの」

// <2704> ルチア
<2704> ルチア

// <2705> 「………瑚太朗…」
<2705> 「………瑚太朗…」

// <2706> 今日のデートは静流が入れ知恵をしたのかもしれない。
<2706> 今日のデートは静流が入れ知恵をしたのかもしれない。

// <2707> しかし、瑚太朗にそれを受け入れる義務はなかった。
<2707> しかし、瑚太朗にそれを受け入れる義務はなかった。

// <2708> ましてや、こんな上品なレストランの予約を取るなんて、きっとかなり面倒なことだったはずだ。
<2708> ましてや、こんな上品なレストランの予約を取るなんて、きっとかなり面倒なことだったはずだ。

// <2709> しかし彼は、……私の夢の全てを叶えてくれた。
<2709> しかし彼は、……私の夢の全てを叶えてくれた。

// <2710> その夢を叶えるべき人物が、……「白馬の王子様」という名の、運命の人であることも、知っていて。
<2710> その夢を叶えるべき人物が、……「白馬の王子様」という名の、運命の人であることも、知っていて。

// <2711> 瑚太朗は、………彼が運命の人であってほしいという私の願いに、…今日一日をかけて、真っ向から返事をしてくれたのだ……。
<2711> 瑚太朗は、………彼が運命の人であってほしいという私の願いに、…今日一日をかけて、真っ向から返事をしてくれたのだ……。

// <2712> 瑚太朗
<2712> 瑚太朗

// <2713> 「ル、ルチア……？」
<2713> 「ル、ルチア……？」

// <2714> リザーブの席へ向かう途中で、私はよろめいたふりをしながら、彼の胸にしがみ付く。
<2714> リザーブの席へ向かう途中で、私はよろめいたふりをしながら、彼の胸にしがみ付く。

// <2715> ルチア
<2715> ルチア

// <2716> 「す、…すまん。……よろめいた」
<2716> 「す、…すまん。……よろめいた」

// <2717> 瑚太朗
<2717> 瑚太朗

// <2718> 「ああ。よろめいたら、いつでもしがみついてくれ」
<2718> 「ああ。よろめいたら、いつでもしがみついてくれ」

// <2719> ルチア
<2719> ルチア

// <2720> 「いつでも、か……？」
<2720> 「いつでも、か……？」

// <2721> 瑚太朗
<2721> 瑚太朗

// <2722> 「まだ充電中だから言わねぇぜ。今日、何度も言ってる」
<2722> 「まだ充電中だから言わねぇぜ。今日、何度も言ってる」

// <2723> ルチア
<2723> ルチア

// <2724> 「そうだな……。知ってる」
<2724> 「そうだな……。知ってる」

// <2725> ルチア
<2725> ルチア

// <2726> 「……天王寺瑚太朗は、生涯、……わ、私と一緒にいてくれるって…」
<2726> 「……天王寺瑚太朗は、生涯、……わ、私と一緒にいてくれるって…」

// <2727> 瑚太朗
<2727> 瑚太朗

// <2728> 「だから。よろめいたらいつでもしがみつきな」
<2728> 「だから。よろめいたらいつでもしがみつきな」

// <2729> 瑚太朗
<2729> 瑚太朗

// <2730> 「……俺は、あの礼拝堂での誓いを、茶化したり誤魔化したりするつもりなんて、絶対にないからな」
<2730> 「……俺は、あの礼拝堂での誓いを、茶化したり誤魔化したりするつもりなんて、絶対にないからな」

// <2731> ルチア
<2731> ルチア

// <2732> 「………うん」
<2732> 「………うん」

// <2733> ありがとう、……瑚太朗………。
<2733> ありがとう、……瑚太朗………。

// <2734> その後はもう、……ふわふわと雲の上を歩くような気持ちになってしまって…。全てが夢の中のようだった。
<2734> その後はもう、……ふわふわと雲の上を歩くような気持ちになってしまって…。全てが夢の中のようだった。

// <2735> 二人きりでの素敵なディナーも、確かについさっき経験したはずなのに、もう何年も前のことのように思える。
<2735> 二人きりでの素敵なディナーも、確かについさっき経験したはずなのに、もう何年も前のことのように思える。

// <2736> 美味しかった？　と聞かれ、美味しかった、と答えた。
<2736> 美味しかった？　と聞かれ、美味しかった、と答えた。

// <2737> 実際には、どんな味だったかなんて、どうでもいい。
<2737> 実際には、どんな味だったかなんて、どうでもいい。

// <2738> ただただ、嬉しくて、幸せだった……。
<2738> ただただ、嬉しくて、幸せだった……。

// <2739> 今、私は、……食後の余韻を楽しみながら、瑚太朗と手を繋いで眼下の夜景を見ている。
<2739> 今、私は、……食後の余韻を楽しみながら、瑚太朗と手を繋いで眼下の夜景を見ている。

// <2740> このショッピングモール、……いや、タワーか…。
<2740> このショッピングモール、……いや、タワーか…。

// <2741> このタワーは、こんなにも見晴らしのよいところを立地としていたのだ。
<2741> このタワーは、こんなにも見晴らしのよいところを立地としていたのだ。

// <2742> 眼下の美しい夜景は、ここが風祭市であることさえ忘れさせる。
<2742> 眼下の美しい夜景は、ここが風祭市であることさえ忘れさせる。

// <2743> 私は瑚太朗と一緒に、全てから逃れるために外国へ逃げ、……異国の夜景を見下ろしていると信じることさえ、出来そうだった…。
<2743> 私は瑚太朗と一緒に、全てから逃れるために外国へ逃げ、……異国の夜景を見下ろしていると信じることさえ、出来そうだった…。

// <2744> 
<2744> 

// <2745> ルチア
<2745> ルチア

// <2746> 「……風祭市は緑の美しい町だと思っていたが…、夜はまるで星の海だ」
<2746> 「……風祭市は緑の美しい町だと思っていたが…、夜はまるで星の海だ」

// <2747> 瑚太朗
<2747> 瑚太朗

// <2748> 「最高の贅沢をしている気持ちになるな」
<2748> 「最高の贅沢をしている気持ちになるな」

// <2749> ルチア
<2749> ルチア

// <2750> 「瑚太朗…。今日一日、ありがとう」
<2750> 「瑚太朗…。今日一日、ありがとう」

// <2751> 瑚太朗
<2751> 瑚太朗

