// <0000> 【ミラクル大冒険】
<0000> 【ミラクル大冒険】

// <1346> そんなのはもう、人間じゃない。
<1346> そんなのはもう、人間じゃない。

// <1347> まさに加島桜こそ、真の意味で超人と呼ぶべき存在じゃないか。
<1347> まさに加島桜こそ、真の意味で超人と呼ぶべき存在じゃないか。

// <1348> 後ろで篝が不安げに立っていた。
<1348> 後ろで篝が不安げに立っていた。

// <1349> どうしていいか、わからない風だ。
<1349> どうしていいか、わからない風だ。

// <1350> その肩を抱く。
<1350> その肩を抱く。

// <1351> 瑚太朗
<1351> 瑚太朗

// <1352> 「強敵だ。けど、心配しないでいい」
<1352> 「強敵だ。けど、心配しないでいい」

// <1353> 瑚太朗
<1353> 瑚太朗

// <1354> 「俺は篝を守るためにいる。そのために送り込まれた」
<1354> 「俺は篝を守るためにいる。そのために送り込まれた」

// <1355> 瑚太朗
<1355> 瑚太朗

// <1356> 「手強い相手だけど…」
<1356> 「手強い相手だけど…」

// <1357> こちらの思惑がどうあれ、彼女は始めた。
<1357> こちらの思惑がどうあれ、彼女は始めた。

// <1358> 篝の力さえ無効化する術を編み出し。
<1358> 篝の力さえ無効化する術を編み出し。

// <1359> 二度と人類が生まれないように…
<1359> 二度と人類が生まれないように…

// <1360> オーロラを体内に引き戻す。
<1360> オーロラを体内に引き戻す。

// <1361> …引っかかる。
<1361> …引っかかる。

// <1362> 臆しているのとも違う。
<1362> 臆しているのとも違う。

// <1363> 喉に引っかかった小骨を思わせる、不快な違和感だ。
<1363> 喉に引っかかった小骨を思わせる、不快な違和感だ。

// <1364> その正体を確かめたくない…
<1364> その正体を確かめたくない…

// <1365> 瑚太朗
<1365> 瑚太朗

// <1366> 「…くそ」
<1366> 「…くそ」

// <1367> 篝を殺そうとした魔物に、親しみを感じているだなんて。
<1367> 篝を殺そうとした魔物に、親しみを感じているだなんて。

// <1368> 【篝の負傷】
<1368> 【篝の負傷】

// <1369> ■友達■　ID:
<1369> ■友達■　ID:

// <1370> 　NO:
<1370> 　NO:

// <1371> 魔物は定期的に現れた。
<1371> 魔物は定期的に現れた。

// <1372> 最初は小型のものばかりだった。
<1372> 最初は小型のものばかりだった。

// <1373> が、次第に戦闘的な個体が送りこまれるようになった。
<1373> が、次第に戦闘的な個体が送りこまれるようになった。

// <1374> 加島桜が護衛の存在を意識しはじめた証拠だ。
<1374> 加島桜が護衛の存在を意識しはじめた証拠だ。

// <1375> 篝相手なら、戦闘力などはたいして必要ではないのだから。
<1375> 篝相手なら、戦闘力などはたいして必要ではないのだから。

// <1376> 猟犬、魔鳥、群狼、葉竜…
<1376> 猟犬、魔鳥、群狼、葉竜…

// <1377> 壁を越えるため、どれだけの手間と犠牲を払っているのか。
<1377> 壁を越えるため、どれだけの手間と犠牲を払っているのか。

// <1378> 加島桜が心を失った理由は、案外そのあたりにあるんじゃないだろうか。
<1378> 加島桜が心を失った理由は、案外そのあたりにあるんじゃないだろうか。

// <1379> 俺はやってきた全ての魔物と戦った。
<1379> 俺はやってきた全ての魔物と戦った。

// <1380> そして勝利し続けた。
<1380> そして勝利し続けた。

// <1381> 加島桜は天才と聞くが、こちらだって無力な頃の俺じゃない。
<1381> 加島桜は天才と聞くが、こちらだって無力な頃の俺じゃない。

// <1382> 泡沫の記憶から、戦闘経験をいくらでも引き出せた。
<1382> 泡沫の記憶から、戦闘経験をいくらでも引き出せた。

// <1383> 向こうは進軍に莫大なコストを支払うが、俺は守るだけで良い。
<1383> 向こうは進軍に莫大なコストを支払うが、俺は守るだけで良い。

// <1384> その差が、才能の開きを埋めてくれた。
<1384> その差が、才能の開きを埋めてくれた。

// <1385> 篝は落ち着き、研究に専念している。
<1385> 篝は落ち着き、研究に専念している。

// <1386> 全精力を注いでいる。
<1386> 全精力を注いでいる。

// <1387> 今の篝は、もう襲撃されても手を止めない。
<1387> 今の篝は、もう襲撃されても手を止めない。

// <1388> 探求するだけの存在となっている。
<1388> 探求するだけの存在となっている。

// <1389> 無防備さは、俺に対する信頼の証し。
<1389> 無防備さは、俺に対する信頼の証し。

// <1390> そう考えると身が引き締まる。
<1390> そう考えると身が引き締まる。

// <1391> もう魔物を見逃すつもりはない。
<1391> もう魔物を見逃すつもりはない。

// <1392> しかし、わだかまりは解決しないまま。
<1392> しかし、わだかまりは解決しないまま。

// <1393> 魔物への共感は、依然として続いていた。
<1393> 魔物への共感は、依然として続いていた。

// <1394> 戦い続けることで、あえて考えないようにした。
<1394> 戦い続けることで、あえて考えないようにした。

// <1395> だからこれは、相手が上手だったということになるだろうか。
<1395> だからこれは、相手が上手だったということになるだろうか。

// <1396> ざあぁぁぁぁ…
<1396> ざあぁぁぁぁ…

// <1397> 瑚太朗
<1397> 瑚太朗

// <1398> 「よし」
<1398> 「よし」

// <1399> 森の奥で小型魔物を仕留めた。
<1399> 森の奥で小型魔物を仕留めた。

// <1400> 将棋の桂馬みたいに、やたらトリッキーに動く相手だった。
<1400> 将棋の桂馬みたいに、やたらトリッキーに動く相手だった。

// <1401> 逃げに専念するものだから、追いかけてこんなところまで来てしまった。
<1401> 逃げに専念するものだから、追いかけてこんなところまで来てしまった。

// <1402> 携帯が鳴る。
<1402> 携帯が鳴る。

// <1403> 取ると、
<1403> 取ると、

// <1404> 篝
<1404> 篝

// <1405> 『■！』
<1405> 『■！』

// <1406> 瑚太朗
<1406> 瑚太朗

// <1407> 「…！」
<1407> 「…！」

// <1408> 全速力で丘に戻る。
<1408> 全速力で丘に戻る。

// <1409> 数キロの距離を走破するのに数分。
<1409> 数キロの距離を走破するのに数分。

// <1410> 丘に戻った時、すでに篝は襲われていた。
<1410> 丘に戻った時、すでに篝は襲われていた。

// <1411> 無数のリボンをまき散らし、防戦している。
<1411> 無数のリボンをまき散らし、防戦している。

// <1412> だが一方的に追い込まれている。
<1412> だが一方的に追い込まれている。

// <1413> 致命傷は受けていないものの、全身、酸でも浴びたみたいにボロボロだ。
<1413> 致命傷は受けていないものの、全身、酸でも浴びたみたいにボロボロだ。

// <1414> 魔物は恐竜タイプ。
<1414> 魔物は恐竜タイプ。

// <1415> 体長４メートルほど。
<1415> 体長４メートルほど。

// <1416> 魔物としては中型に属する。
<1416> 魔物としては中型に属する。

// <1417> 実在の恐竜、デイノニクスに酷似している。
<1417> 実在の恐竜、デイノニクスに酷似している。

// <1418> かぎ爪は巨大で、敵を切り裂くための内刃が備わる。
<1418> かぎ爪は巨大で、敵を切り裂くための内刃が備わる。

// <1419> 殺傷力は高そうだ。
<1419> 殺傷力は高そうだ。

// <1420> はじめて見る個体だが、猟犬より上位にあることは確実か。
<1420> はじめて見る個体だが、猟犬より上位にあることは確実か。

// <1421> 瑚太朗
<1421> 瑚太朗

// <1422> （複数同時に送り込めたのか…！）
<1422> （複数同時に送り込めたのか…！）

// <1423> 戦闘に集中しすぎて、一方の気配を見落としたようだ。
<1423> 戦闘に集中しすぎて、一方の気配を見落としたようだ。

// <1424> ヤツが振り向いた瞬間、ほとばしるオーロラが、突風のようにその首を狩った。
<1424> ヤツが振り向いた瞬間、ほとばしるオーロラが、突風のようにその首を狩った。

// <1425> 頭部が転がり落ち、体が緩慢な動作でうずくまる。
<1425> 頭部が転がり落ち、体が緩慢な動作でうずくまる。

// <1426> 液状で投じたオーロラを、途切れないうちに空中で硬化して斬りつける、俺の切り札。
<1426> 液状で投じたオーロラを、途切れないうちに空中で硬化して斬りつける、俺の切り札。

// <1427> 体得できた記憶は、数えるほどしかない。
<1427> 体得できた記憶は、数えるほどしかない。

// <1428> 思い出しておいて助かった…
<1428> 思い出しておいて助かった…

// <1429> 対処はできたが、おそろしく硬い手応えがあった。
<1429> 対処はできたが、おそろしく硬い手応えがあった。

// <1430> 少しでも手を抜いていたら、一撃で仕留めることはできなかったろう。
<1430> 少しでも手を抜いていたら、一撃で仕留めることはできなかったろう。

// <1431> 一撃目を損ねた場合、二撃目が達するまで約数秒。
<1431> 一撃目を損ねた場合、二撃目が達するまで約数秒。

// <1432> そのわずかな時間で、篝を牙にかけることができたはずだ。
<1432> そのわずかな時間で、篝を牙にかけることができたはずだ。

// <1433> 危なかった…
<1433> 危なかった…

// <1434> 瑚太朗
<1434> 瑚太朗

// <1435> 「篝、死体から離れて」
<1435> 「篝、死体から離れて」

// <1436> 死した魔物は、有毒物質を撒き散らしながら崩壊していく。
<1436> 死した魔物は、有毒物質を撒き散らしながら崩壊していく。

// <1437> 篝を汚染するための工夫だ。
<1437> 篝を汚染するための工夫だ。

// <1438> 本人もわかっているのか、さっと距離を取った。
<1438> 本人もわかっているのか、さっと距離を取った。

// <1439> 瑚太朗
<1439> 瑚太朗

// <1440> 「…よかった、無事で」
<1440> 「…よかった、無事で」

// <1441> 篝
<1441> 篝

// <1442> 「…」
<1442> 「…」

// <1443> 篝は子鹿みたいに震えていた。
<1443> 篝は子鹿みたいに震えていた。

// <1444> 抱きついてくる。
<1444> 抱きついてくる。

// <1445> 顔や手足のいたるところに、火傷みたいなアザが目立った。
<1445> 顔や手足のいたるところに、火傷みたいなアザが目立った。

// <1446> 舌打ちしたくなる。
<1446> 舌打ちしたくなる。

// <1447> 陽動を看破できなかった俺の責任だ…
<1447> 陽動を看破できなかった俺の責任だ…

// <1448> この時のため、加島桜は魔物の複数投入ができないよう装っていた。
<1448> この時のため、加島桜は魔物の複数投入ができないよう装っていた。

// <1449> 常に単体で攻めてきた。
<1449> 常に単体で攻めてきた。

// <1450> そして俺が油断したタイミングをはかり、陽動作戦を仕掛けた。
<1450> そして俺が油断したタイミングをはかり、陽動作戦を仕掛けた。

// <1451> 悔しいが、向こうの方がこちらの心理を読んでいる。
<1451> 悔しいが、向こうの方がこちらの心理を読んでいる。

// <1452> お互いの姿を見ることもできないのに…だ。
<1452> お互いの姿を見ることもできないのに…だ。

// <1453> 相手の方が上手で、魔物自体も強力になっていく。
<1453> 相手の方が上手で、魔物自体も強力になっていく。

// <1454> そう、投入限度数だって二匹とは限らない。
<1454> そう、投入限度数だって二匹とは限らない。

// <1455> 地竜クラスが複数持ち込まれたらどうなるか。
<1455> 地竜クラスが複数持ち込まれたらどうなるか。

// <1456> …危険だ。
<1456> …危険だ。

// <1457> 篝がしがみついてくる。
<1457> 篝がしがみついてくる。

// <1458> 顔を押しつけて、恐怖をこらえる。
<1458> 顔を押しつけて、恐怖をこらえる。

// <1459> 落ち着くまで、しばらくかかった。
<1459> 落ち着くまで、しばらくかかった。

// <1460> 普段は不可侵であるためか、篝は抵抗不能の暴力に特に耐性がない。
<1460> 普段は不可侵であるためか、篝は抵抗不能の暴力に特に耐性がない。

// <1461> 腕の中で、篝の力が失せていく。
<1461> 腕の中で、篝の力が失せていく。

// <1462> 瑚太朗
<1462> 瑚太朗

// <1463> 「…おい！？」
<1463> 「…おい！？」

// <1464> 篝が気を失うのを、はじめて見た。
<1464> 篝が気を失うのを、はじめて見た。

// <1465> 篝の寝顔を見ながら、思いふける。
<1465> 篝の寝顔を見ながら、思いふける。

// <1466> 楽しい思索ではない。
<1466> 楽しい思索ではない。

// <1467> 自分の欠点と相対するような、いやな気分だ。
<1467> 自分の欠点と相対するような、いやな気分だ。

// <1468> 認めなければならない。
<1468> 認めなければならない。

// <1469> あるひとつの真実を。
<1469> あるひとつの真実を。

// <1470> 危険は去ったようだから、篝のもとを離れ、森に歩いていく。
<1470> 危険は去ったようだから、篝のもとを離れ、森に歩いていく。

// <1471> 枝には、一羽のカラスが止まっていた。
<1471> 枝には、一羽のカラスが止まっていた。

// <1472> 魔物である。
<1472> 魔物である。

// <1473> そいつには、大小いくつもの目が埋まっていた。
<1473> そいつには、大小いくつもの目が埋まっていた。

// <1474> 監視、諜報用の個体。
<1474> 監視、諜報用の個体。

// <1475> 知覚で探っても、戦闘能力はほとんどない。
<1475> 知覚で探っても、戦闘能力はほとんどない。

// <1476> いいだろう、知りたいなら教えてやる。
<1476> いいだろう、知りたいなら教えてやる。

// <1477> 俺はカラスに語りかける。
<1477> 俺はカラスに語りかける。

// <1478> 瑚太朗
<1478> 瑚太朗

// <1479> 「そこにいるんだろ、加島桜」
<1479> 「そこにいるんだろ、加島桜」

// <1480> 瑚太朗
<1480> 瑚太朗

// <1481> 「あんたは様々な要因によって成立している、この現象を察知した」
<1481> 「あんたは様々な要因によって成立している、この現象を察知した」

// <1482> 瑚太朗
<1482> 瑚太朗

// <1483> 「さぞ許し難いものだったんだろうな」
<1483> 「さぞ許し難いものだったんだろうな」

// <1484> 瑚太朗
<1484> 瑚太朗

// <1485> 「こんな、狂気を実現してしまうほどに」
<1485> 「こんな、狂気を実現してしまうほどに」

// <1486> 瑚太朗
<1486> 瑚太朗

// <1487> 「天才だとは聞いていたけど、俺の知っているあんたは、無力な婆さんで」
<1487> 「天才だとは聞いていたけど、俺の知っているあんたは、無力な婆さんで」

// <1488> 瑚太朗
<1488> 瑚太朗

// <1489> 「けど今なら俺も、あんたが怪人だって納得できるよ」
<1489> 「けど今なら俺も、あんたが怪人だって納得できるよ」

// <1490> 瑚太朗
<1490> 瑚太朗

// <1491> 「俺の正体が知りたいんだろ？」
<1491> 「俺の正体が知りたいんだろ？」

// <1492> 瑚太朗
<1492> 瑚太朗

// <1493> 「教えてやるよ。俺は天王寺瑚太朗って者だ」
<1493> 「教えてやるよ。俺は天王寺瑚太朗って者だ」

// <1494> 瑚太朗
<1494> 瑚太朗

// <1495> 「そちら側にも俺は実在するから、調べてみりゃいい」
<1495> 「そちら側にも俺は実在するから、調べてみりゃいい」

// <1496> 瑚太朗
<1496> 瑚太朗

// <1497> 「もっともそいつらは、今の俺のことなんて知りもしないはずだけどな」
<1497> 「もっともそいつらは、今の俺のことなんて知りもしないはずだけどな」

// <1498> 瑚太朗
<1498> 瑚太朗

// <1499> 「わかると思うけど、今更そいつらを殺しても無駄な。信じられないなら試してみりゃいいけど」
<1499> 「わかると思うけど、今更そいつらを殺しても無駄な。信じられないなら試してみりゃいいけど」

// <1500> 瑚太朗
<1500> 瑚太朗

// <1501> 「なぜ、俺はここにいるのか。知りたいのはそれだろ」
<1501> 「なぜ、俺はここにいるのか。知りたいのはそれだろ」

// <1502> 瑚太朗
<1502> 瑚太朗

// <1503> 「俺も…ずっとそいつを考えてた」
<1503> 「俺も…ずっとそいつを考えてた」

// <1504> 瑚太朗
<1504> 瑚太朗

// <1505> 「最初は、篝を守るために呼び出されたんだと思った」
<1505> 「最初は、篝を守るために呼び出されたんだと思った」

// <1506> 瑚太朗
<1506> 瑚太朗

// <1507> 「でも、どうも違った。俺には俺の役目があるみたいだった」
<1507> 「でも、どうも違った。俺には俺の役目があるみたいだった」

// <1508> 瑚太朗
<1508> 瑚太朗

// <1509> 「そしてやっと思い出せたよ、自分が何者なのかをな」
<1509> 「そしてやっと思い出せたよ、自分が何者なのかをな」

// <1510> 瑚太朗
<1510> 瑚太朗

// <1511> 「…危なかった」
<1511> 「…危なかった」

// <1512> 瑚太朗
<1512> 瑚太朗

// <1513> 「俺はまさに、篝を失うところだった」
<1513> 「俺はまさに、篝を失うところだった」

// <1514> 瑚太朗
<1514> 瑚太朗

// <1515> 「そう運命づけられた存在だったんだ」
<1515> 「そう運命づけられた存在だったんだ」

// <1516> 瑚太朗
<1516> 瑚太朗

// <1517> 「最初の襲撃で、そのことがわかった」
<1517> 「最初の襲撃で、そのことがわかった」

// <1518> 瑚太朗
<1518> 瑚太朗

// <1519> 「…もともとは皆を救いたかった」
<1519> 「…もともとは皆を救いたかった」

// <1520> 瑚太朗
<1520> 瑚太朗

// <1521> 「属する共同体を守って、それを維持したかったんだ」
<1521> 「属する共同体を守って、それを維持したかったんだ」

// <1522> 瑚太朗
<1522> 瑚太朗

// <1523> 「俺のコンプレックスがそれだったからだ」
<1523> 「俺のコンプレックスがそれだったからだ」

// <1524> 瑚太朗
<1524> 瑚太朗

// <1525> 「けどとうてい不可能で…最後には俺もひとりを選ぶしかなかった…」
<1525> 「けどとうてい不可能で…最後には俺もひとりを選ぶしかなかった…」

// <1526> 瑚太朗
<1526> 瑚太朗

// <1527> 「様々な可能性で、誰かひとりを選んだ」
<1527> 「様々な可能性で、誰かひとりを選んだ」

// <1528> 瑚太朗
<1528> 瑚太朗

// <1529> 「そのほとんどで、俺の選択の結果、失われるものがあった」
<1529> 「そのほとんどで、俺の選択の結果、失われるものがあった」

// <1530> 瑚太朗
<1530> 瑚太朗

// <1531> 「…篝だ」
<1531> 「…篝だ」

// <1532> 瑚太朗
<1532> 瑚太朗

// <1533> 「数多の鍵の振るまいが篝として表出したように、俺もまた、あいつに対する反作用として現れたんだ」
<1533> 「数多の鍵の振るまいが篝として表出したように、俺もまた、あいつに対する反作用として現れたんだ」

// <1534> 瑚太朗
<1534> 瑚太朗

// <1535> 「そう」
<1535> 「そう」

// <1536> 瑚太朗
<1536> 瑚太朗

// <1537> 「…俺は、篝に対する反作用そのものなんだ」
<1537> 「…俺は、篝に対する反作用そのものなんだ」

// <1538> 瑚太朗
<1538> 瑚太朗

// <1539> 「救うつもりが、殺す側だったとは笑えるよ」
<1539> 「救うつもりが、殺す側だったとは笑えるよ」

// <1540> 瑚太朗
<1540> 瑚太朗

// <1541> 「けど…俺は変わった」
<1541> 「けど…俺は変わった」

// <1542> 瑚太朗
<1542> 瑚太朗

// <1543> 「今はあいつを守って、尊重したいと願っている」
<1543> 「今はあいつを守って、尊重したいと願っている」

// <1544> 瑚太朗
<1544> 瑚太朗

// <1545> 「なぜ変質できたかって…？」
<1545> 「なぜ変質できたかって…？」

// <1546> 瑚太朗
<1546> 瑚太朗

// <1547> 「あんただよ、加島桜」
<1547> 「あんただよ、加島桜」

// <1548> 瑚太朗
<1548> 瑚太朗

// <1549> 「玉突き事故のようなものだ。俺のいたポジションに、あんたがぶち当たった」
<1549> 「玉突き事故のようなものだ。俺のいたポジションに、あんたがぶち当たった」

// <1550> 瑚太朗
<1550> 瑚太朗

// <1551> 「おかげで俺は、俺のままでいられたらしい」
<1551> 「おかげで俺は、俺のままでいられたらしい」

// <1552> 瑚太朗
<1552> 瑚太朗

// <1553> 「反作用化しないで済んだ」
<1553> 「反作用化しないで済んだ」

// <1554> 瑚太朗
<1554> 瑚太朗

// <1555> 「だから、今や俺はあんたと戦うものだ」
<1555> 「だから、今や俺はあんたと戦うものだ」

// <1556> 瑚太朗
<1556> 瑚太朗

// <1557> 「篝を守って、可能性という場所を目指すものだ」
<1557> 「篝を守って、可能性という場所を目指すものだ」

// <1558> 瑚太朗
<1558> 瑚太朗

// <1559> 「感謝するよ、加島桜」
<1559> 「感謝するよ、加島桜」

// <1560> 瑚太朗
<1560> 瑚太朗

// <1561> 「俺は、あんたによって生まれることができたんだ」
<1561> 「俺は、あんたによって生まれることができたんだ」

// <1562> 瑚太朗
<1562> 瑚太朗

// <1563> 「…宣戦布告だ」
<1563> 「…宣戦布告だ」

// <1564> 瑚太朗
<1564> 瑚太朗

// <1565> 「俺は今より、あんたの敵だ」
<1565> 「俺は今より、あんたの敵だ」

// <1566> 腕を鋭く振る。
<1566> 腕を鋭く振る。

// <1567> 
<1567> 

// <1568> オーロラが弧状に放射され、魔鳥を断った。
<1568> オーロラが弧状に放射され、魔鳥を断った。

// <1569> ただ魔物だけを断ったのではない。
<1569> ただ魔物だけを断ったのではない。

// <1570> それは俺の心の未練さえも、見事に両断していた。
<1570> それは俺の心の未練さえも、見事に両断していた。

// <1571> ごくわずかな睡眠で、篝は回復した。
<1571> ごくわずかな睡眠で、篝は回復した。

// <1572> 怪我のいくつかは治癒したが、ダメージは残った。
<1572> 怪我のいくつかは治癒したが、ダメージは残った。

// <1573> もう負傷はさせられない。
<1573> もう負傷はさせられない。

// <1574> 守備力が足りない。
<1574> 守備力が足りない。

// <1575> 瑚太朗
<1575> 瑚太朗

// <1576> 「…人手不足だな」
<1576> 「…人手不足だな」

// <1577> 篝
<1577> 篝

// <1578> 「…？」
<1578> 「…？」

// <1579> 街で見かけたものたちを思い出す。
<1579> 街で見かけたものたちを思い出す。

// <1580> あれらは、形に至らない因果だ。
<1580> あれらは、形に至らない因果だ。

// <1581> まさに幽霊と言ってしまってもいい気がする。
<1581> まさに幽霊と言ってしまってもいい気がする。

// <1582> 篝との因縁が乏しく、ぼんやりとした姿でしか投じられていない。
<1582> 篝との因縁が乏しく、ぼんやりとした姿でしか投じられていない。

// <1583> 俺ほどではないが、それなりに命を秘めてはいる。
<1583> 俺ほどではないが、それなりに命を秘めてはいる。

// <1584> 何度散らしても再構成するが、確定してしまえば不滅ではなくなる。
<1584> 何度散らしても再構成するが、確定してしまえば不滅ではなくなる。

// <1585> 俺と同様に。
<1585> 俺と同様に。

// <1586> 必要なのは因縁だ。
<1586> 必要なのは因縁だ。

// <1587> 篝との縁が足りずとも…
<1587> 篝との縁が足りずとも…

// <1588> 瑚太朗
<1588> 瑚太朗

// <1589> 「篝、聞いてくれ」
<1589> 「篝、聞いてくれ」

// <1590> 通じないことは承知の上で、篝に告げる。
<1590> 通じないことは承知の上で、篝に告げる。

// <1591> 瑚太朗
<1591> 瑚太朗

// <1592> 「俺はもう自分が定まってしまった」
<1592> 「俺はもう自分が定まってしまった」

// <1593> 瑚太朗
<1593> 瑚太朗

// <1594> 「この夜での役目が、割り振られてしまったんだ」
<1594> 「この夜での役目が、割り振られてしまったんだ」

// <1595> 瑚太朗
<1595> 瑚太朗

// <1596> 「だから死んだら、たぶんもう蘇ることはできない」
<1596> 「だから死んだら、たぶんもう蘇ることはできない」

// <1597> 瑚太朗
<1597> 瑚太朗

// <1598> 「再生できたとしても、それより加島桜があんたを殺す方がはやい」
<1598> 「再生できたとしても、それより加島桜があんたを殺す方がはやい」

// <1599> 瑚太朗
<1599> 瑚太朗

// <1600> 「そうなったらどのみち、間に合わない」
<1600> 「そうなったらどのみち、間に合わない」

// <1601> 瑚太朗
<1601> 瑚太朗

// <1602> 「正念場だ」
<1602> 「正念場だ」

// <1603> 瑚太朗
<1603> 瑚太朗

// <1604> 「状況がこうなったってことは、研究も終わりが見えているはずだ」
<1604> 「状況がこうなったってことは、研究も終わりが見えているはずだ」

// <1605> 瑚太朗
<1605> 瑚太朗

// <1606> 「加島桜が執拗に魔物を送り込んでくるってことは、この方向に行かれたくないからだろうし」
<1606> 「加島桜が執拗に魔物を送り込んでくるってことは、この方向に行かれたくないからだろうし」

// <1607> 瑚太朗
<1607> 瑚太朗

// <1608> 「…正解は必ずある」
<1608> 「…正解は必ずある」

// <1609> 瑚太朗
<1609> 瑚太朗

// <1610> 「いいか？　この道であってるんだ」
<1610> 「いいか？　この道であってるんだ」

// <1611> 瑚太朗
<1611> 瑚太朗

// <1612> 「絶対にあんたはそこに辿り着かなきゃいけない」
<1612> 「絶対にあんたはそこに辿り着かなきゃいけない」

// <1613> 瑚太朗
<1613> 瑚太朗

// <1614> 「命の希望を見つけなきゃならない」
<1614> 「命の希望を見つけなきゃならない」

// <1615> 瑚太朗
<1615> 瑚太朗

// <1616> 「そのためには…人手を増やしたい」
<1616> 「そのためには…人手を増やしたい」

// <1617> 瑚太朗
<1617> 瑚太朗

// <1618> 「俺ひとりだと、陽動作戦には対応できないんだ」
<1618> 「俺ひとりだと、陽動作戦には対応できないんだ」

// <1619> 瑚太朗
<1619> 瑚太朗

// <1620> 「手数を増やす方法は、ひとつしかない」
<1620> 「手数を増やす方法は、ひとつしかない」

// <1621> 瑚太朗
<1621> 瑚太朗

// <1622> 「わかるだろ？　それをやってもいいかな？」
<1622> 「わかるだろ？　それをやってもいいかな？」

// <1623> 篝
<1623> 篝

// <1624> 「…」
<1624> 「…」

// <1625> 篝は、こくりとうなずいた。
<1625> 篝は、こくりとうなずいた。

// <1626> 瑚太朗
<1626> 瑚太朗

// <1627> 「…今、うなずいたのか？」
<1627> 「…今、うなずいたのか？」

// <1628> 篝
<1628> 篝

// <1629> 「…」
<1629> 「…」

// <1630> 再度の首肯。
<1630> 再度の首肯。

// <1631> …驚いた。
<1631> …驚いた。

// <1632> 通じている？
<1632> 通じている？

// <1633> 通じているように見えるだけか？
<1633> 通じているように見えるだけか？

// <1634> 篝
<1634> 篝

// <1635> 「…」
<1635> 「…」

// <1636> 瑚太朗
<1636> 瑚太朗

// <1637> 「どうするかって？　決まってるさ」
<1637> 「どうするかって？　決まってるさ」

// <1638> 瑚太朗
<1638> 瑚太朗

// <1639> 「…部活をやるんだ」
<1639> 「…部活をやるんだ」

// <1640> 瑚太朗
<1640> 瑚太朗

// <1641> 「最後の部活を」
<1641> 「最後の部活を」

// <1642> dummy
<1642> dummy

// <1643> sys20_adv00
<1643> sys20_adv00

// <1644> kuro
<1644> kuro

// <1645> sys20_adv00
<1645> sys20_adv00

// <1646> bg044
<1646> bg044

// <1647> sys20_adv00
<1647> sys20_adv00

// <1648> fgkg05a
<1648> fgkg05a

// <1649> sys00_sys00
<1649> sys00_sys00

// <1650> hita
<1650> hita

// <1651> sys20_adv02
<1651> sys20_adv02

// <1652> sys20_adv00
<1652> sys20_adv00

// <1653> kuro
<1653> kuro

// <1654> sys20_adv00
<1654> sys20_adv00

// <1655> bg044
<1655> bg044

// <1656> cgm_kg22
<1656> cgm_kg22

// <1657> sys20_adv00
<1657> sys20_adv00

// <1658> sys20_adv00
<1658> sys20_adv00

// <1659> cgm_kg30
<1659> cgm_kg30

// <1660> sys20_adv00
<1660> sys20_adv00

// <1661> cgm_kg31
<1661> cgm_kg31

// <1662> sys20_adv00
<1662> sys20_adv00

// <1663> kuro
<1663> kuro

// <1664> sys20_adv00
<1664> sys20_adv00

// <1665> bg044
<1665> bg044

// <1666> sys20_adv00
<1666> sys20_adv00

// <1667> cgm_kg10h
<1667> cgm_kg10h

// <1668> sys20_adv00
<1668> sys20_adv00

// <1669> sys20_adv00
<1669> sys20_adv00

// <1670> kuro
<1670> kuro

// <1671> sys20_adv00
<1671> sys20_adv00

// <1672> bg044
<1672> bg044

// <1673> sys20_adv00
<1673> sys20_adv00

// <1674> cgm_kg32
<1674> cgm_kg32

// <1675> sys20_adv00
<1675> sys20_adv00

// <1676> sys20_adv00
<1676> sys20_adv00

// <1677> cgm_kg17
<1677> cgm_kg17

// <1678> sys20_adv00
<1678> sys20_adv00

// <1679> sys20_adv00
<1679> sys20_adv00

// <1680> kuro
<1680> kuro

// <1681> sys20_adv00
<1681> sys20_adv00

// <1682> bg044
<1682> bg044

// <1683> bgm044
<1683> bgm044

// <1684> sys20_adv00
<1684> sys20_adv00

// <1685> kuro
<1685> kuro

// <1686> sys20_adv00
<1686> sys20_adv00

// <1687> bg060a
<1687> bg060a

// <1688> sys20_adv00
<1688> sys20_adv00

// <1689> bg060c
<1689> bg060c

// <1690> sys20_adv00
<1690> sys20_adv00

// <1691> kuro
<1691> kuro

// <1692> sys20_adv00
<1692> sys20_adv00

// <1693> bg060b
<1693> bg060b

// <1694> sys20_adv00
<1694> sys20_adv00

// <1695> kuro
<1695> kuro

// <1696> sys20_adv00
<1696> sys20_adv00

// <1697> bg060d
<1697> bg060d

// <1698> sys20_adv00
<1698> sys20_adv00

// <1699> bg060f
<1699> bg060f

// <1700> sys20_adv00
<1700> sys20_adv00

// <1701> bg060e
