// <0000> 【月光散歩】
<0000> 【月光散歩】
<0999> 大きさは、立った子どもほどだ。

// <1000> オブジェめいている。
<1000> オブジェめいている。

// <1001> 布をめくって、内側をのぞいてみた。
<1001> 布をめくって、内側をのぞいてみた。

// <1002> ふわっと布がふくらみを失った。
<1002> ふわっと布がふくらみを失った。

// <1003> 中には何もなかった。
<1003> 中には何もなかった。

// <1004> 瑚太朗
<1004> 瑚太朗

// <1005> 「…逃げられちまったかな」
<1005> 「…逃げられちまったかな」

// <1006> 布越しにしか触れることはできない。
<1006> 布越しにしか触れることはできない。

// <1007> そのことを忘れていた。
<1007> そのことを忘れていた。

// <1008> 瑚太朗
<1008> 瑚太朗

// <1009> 「ここは…」
<1009> 「ここは…」

// <1010> 庭先に七輪が置いてあった。
<1010> 庭先に七輪が置いてあった。

// <1011> 瑚太朗
<1011> 瑚太朗

// <1012> 「…使おうにも、魚も炭もないな」
<1012> 「…使おうにも、魚も炭もないな」

// <1013> かたん、と音がした。
<1013> かたん、と音がした。

// <1014> 見れば、焼きたてのさんまが置いてあった。
<1014> 見れば、焼きたてのさんまが置いてあった。

// <1015> 瑚太朗
<1015> 瑚太朗

// <1016> 「…おまえはいつでも優しいな、静流」
<1016> 「…おまえはいつでも優しいな、静流」

// <1017> 瑚太朗
<1017> 瑚太朗

// <1018> 「でも、今はいいや…」
<1018> 「でも、今はいいや…」

// <1019> 館があった。
<1019> 館があった。

// <1020> 瑚太朗
<1020> 瑚太朗

// <1021> 「…相変わらず豪勢で羨ましいですこと」
<1021> 「…相変わらず豪勢で羨ましいですこと」

// <1022> 入ってみることにした。
<1022> 入ってみることにした。

// <1023> こんな中でも朽ちることはない建物。
<1023> こんな中でも朽ちることはない建物。

// <1024> 瑚太朗
<1024> 瑚太朗

// <1025> 「ランドマークにでもするつもりだったのかよ、ここ建てたアホは…」
<1025> 「ランドマークにでもするつもりだったのかよ、ここ建てたアホは…」

// <1026> 机の上にペンダントが一つ置いてあった。
<1026> 机の上にペンダントが一つ置いてあった。

// <1027> 瑚太朗
<1027> 瑚太朗

// <1028> 「…こんなのしかなかったんだな、あいつ」
<1028> 「…こんなのしかなかったんだな、あいつ」

// <1029> 勝手に持ってったら、あいつなら絶対に怒るだろうな。
<1029> 勝手に持ってったら、あいつなら絶対に怒るだろうな。

// <1030> 埃だけ軽く落としてから、出て行くことにした。
<1030> 埃だけ軽く落としてから、出て行くことにした。

// <1031> …無人の街だと思っていた。
<1031> …無人の街だと思っていた。

// <1032> でも、そんなことはないようだ。
<1032> でも、そんなことはないようだ。

// <1033> あれらは薄まってはいたが、命に似たものだ。
<1033> あれらは薄まってはいたが、命に似たものだ。

// <1034> この場所で形を持つほどではないが、無関係でもない命だ。
<1034> この場所で形を持つほどではないが、無関係でもない命だ。

// <1035> 余韻や残響とでも解釈できるもの…
<1035> 余韻や残響とでも解釈できるもの…

// <1036> 瑚太朗
<1036> 瑚太朗

// <1037> （たぶん、すべて関係しているんだ…きっと）
<1037> （たぶん、すべて関係しているんだ…きっと）

// <1038> どうしてか俺と篝は、このことの中心にいる。
<1038> どうしてか俺と篝は、このことの中心にいる。

// <1039> 【三杯のコーヒー】
<1039> 【三杯のコーヒー】

// <1040> 以前に比べて、篝は俺を許容している。
<1040> 以前に比べて、篝は俺を許容している。

// <1041> とはいえ、急に接近したりすると、篝は敵意を向けてくる。
<1041> とはいえ、急に接近したりすると、篝は敵意を向けてくる。

// <1042> 今、３メートルほど横に座っている。
<1042> 今、３メートルほど横に座っている。

// <1043> ちょうど巨大用紙のすぐ外だ。
<1043> ちょうど巨大用紙のすぐ外だ。

// <1044> ここなら篝も気にしない。
<1044> ここなら篝も気にしない。

// <1045> もっと接近しようと紙を踏むと、攻撃されてしまう。
<1045> もっと接近しようと紙を踏むと、攻撃されてしまう。

// <1046> あれからも何度か殺されていた。
<1046> あれからも何度か殺されていた。

// <1047> 土足がまずかったのかと素足で踏んでみたが、やはり殺られてしまった。
<1047> 土足がまずかったのかと素足で踏んでみたが、やはり殺られてしまった。

// <1048> 紙を踏む、という行為自体が敵対行動とされているらしい。
<1048> 紙を踏む、という行為自体が敵対行動とされているらしい。

// <1049> 停滞していた。
<1049> 停滞していた。

// <1050> 篝
<1050> 篝

// <1051> 「…」
<1051> 「…」

// <1052> 篝の研究は熱心を通り越している。
<1052> 篝の研究は熱心を通り越している。

// <1053> 彼女は一時も休むことがない。
<1053> 彼女は一時も休むことがない。

// <1054> 生身ではない以上、飢えも乾きもないのは俺も同様だ。
<1054> 生身ではない以上、飢えも乾きもないのは俺も同様だ。

// <1055> が、こちらは乾きくらいは覚えた。
<1055> が、こちらは乾きくらいは覚えた。

// <1056> 別に飲まずとも死ぬことはない。
<1056> 別に飲まずとも死ぬことはない。

// <1057> どうしても落ち着かなくなれば街に行き、ドリンクで喉を潤した。
<1057> どうしても落ち着かなくなれば街に行き、ドリンクで喉を潤した。

// <1058> 街のインフラは生きていた。
<1058> 街のインフラは生きていた。

// <1059> 水道も出たし、自動販売機も動いた。
<1059> 水道も出たし、自動販売機も動いた。

// <1060> 持ち去った商品も、死んで復活すれば元の場所に復元した。
<1060> 持ち去った商品も、死んで復活すれば元の場所に復元した。

// <1061> ただ電気だけがつかず、街は夜であることが強く規定されていた。
<1061> ただ電気だけがつかず、街は夜であることが強く規定されていた。

// <1062> 規定…
<1062> 規定…

// <1063> 皆、規定されている。
<1063> 皆、規定されている。

// <1064> 篝も研究することが定められている。
<1064> 篝も研究することが定められている。

// <1065> 俺だけが、やるべきことを持たない。
<1065> 俺だけが、やるべきことを持たない。

// <1066> 見ているだけだ。
<1066> 見ているだけだ。

// <1067> 篝を手伝えたら…と思わなくもない。
<1067> 篝を手伝えたら…と思わなくもない。

// <1068> 言葉が通じないことがもどかしい。
<1068> 言葉が通じないことがもどかしい。

// <1069> だがそれは、演技も、腹芸も、綺麗事も、嘘も、すべてが排除された間柄とも言える。
<1069> だがそれは、演技も、腹芸も、綺麗事も、嘘も、すべてが排除された間柄とも言える。

// <1070> 純然たる関係性。
<1070> 純然たる関係性。

// <1071> とても大切なものに思えて、充足感さえある。
<1071> とても大切なものに思えて、充足感さえある。

// <1072> 今の篝との距離は、言葉のうまさで勝ち取ったものじゃないからだ。
<1072> 今の篝との距離は、言葉のうまさで勝ち取ったものじゃないからだ。

// <1073> 篝の手が止まる。
<1073> 篝の手が止まる。

// <1074> 長い時間、微動だにしなくなる。
<1074> 長い時間、微動だにしなくなる。

// <1075> 篝の研究は決して順調ではない。
<1075> 篝の研究は決して順調ではない。

// <1076> ときにこうして、停滞することがあった。
<1076> ときにこうして、停滞することがあった。

// <1077> …本当にできることはないだろうか。
<1077> …本当にできることはないだろうか。

// <1078> しばし考えて、俺は街におりた。
<1078> しばし考えて、俺は街におりた。

// <1079> 魔法瓶に、淹れたてのコーヒーを詰めて戻った。
<1079> 魔法瓶に、淹れたてのコーヒーを詰めて戻った。

// <1080> 久しぶりにコーヒー豆を挽いて、じっくりとドリップして淹れた。
<1080> 久しぶりにコーヒー豆を挽いて、じっくりとドリップして淹れた。

// <1081> 真っ白い内カップになみなみと注いだものを、腕を伸ばして篝に差し出す。
<1081> 真っ白い内カップになみなみと注いだものを、腕を伸ばして篝に差し出す。

// <1082> これなら、紙は踏まないで済む。
<1082> これなら、紙は踏まないで済む。

// <1083> 篝
<1083> 篝

// <1084> 「………」
<1084> 「………」

// <1085> 一瞥。
<1085> 一瞥。

// <1086> 周囲を漂うリボンがささくれ立つ。
<1086> 周囲を漂うリボンがささくれ立つ。

// <1087> 今日はそれ以上には凶暴化しなかった。
<1087> 今日はそれ以上には凶暴化しなかった。

// <1088> ふい、と篝が図面に顔を戻す。
<1088> ふい、と篝が図面に顔を戻す。

// <1089> いらない、と態度が語った。
<1089> いらない、と態度が語った。

// <1090> 自分で飲む。旨い。
<1090> 自分で飲む。旨い。

// <1091> 久しぶりの味だ。
<1091> 久しぶりの味だ。

// <1092> 瑚太朗
<1092> 瑚太朗

// <1093> 「うめぇ…」
<1093> 「うめぇ…」

// <1094> 俺がコーヒーを飲む姿を、篝は横目で見た。
<1094> 俺がコーヒーを飲む姿を、篝は横目で見た。

// <1095> ………
<1095> ………

// <1096> 次に彼女の手が止まったのは、主観的には数ヶ月後だ。
<1096> 次に彼女の手が止まったのは、主観的には数ヶ月後だ。

// <1097> 長く同じ姿勢のまま立っていたため、足の裏が根を張りかけていた。
<1097> 長く同じ姿勢のまま立っていたため、足の裏が根を張りかけていた。

// <1098> 強引に引っこ抜く。
<1098> 強引に引っこ抜く。

// <1099> 考えることさえ止まっていたらしい。
<1099> 考えることさえ止まっていたらしい。

// <1100> 全身が凝っていて、バキバキと鳴った。
<1100> 全身が凝っていて、バキバキと鳴った。

// <1101> なぜか俺は両腕を天に突き上げ、自己陶酔したような表情になっていた。
<1101> なぜか俺は両腕を天に突き上げ、自己陶酔したような表情になっていた。

// <1102> 爪の先から葉っぱが生えていた。
<1102> 爪の先から葉っぱが生えていた。

// <1103> 瑚太朗
<1103> 瑚太朗

// <1104> 「俺は人間だっ」
<1104> 「俺は人間だっ」

// <1105> そういうものを全部払い落とす。
<1105> そういうものを全部払い落とす。

// <1106> 人間様としてここらでひとつ、コーヒーの一杯も飲むべきだった。
<1106> 人間様としてここらでひとつ、コーヒーの一杯も飲むべきだった。

// <1107> 魔法瓶からカップに注ぐ。
<1107> 魔法瓶からカップに注ぐ。

// <1108> ふと篝と目があう。
<1108> ふと篝と目があう。

// <1109> 珍しいこともあるものだ。
<1109> 珍しいこともあるものだ。

// <1110> 瑚太朗
<1110> 瑚太朗

// <1111> 「…どうぞ」
<1111> 「…どうぞ」

// <1112> 差し出してみる。
<1112> 差し出してみる。

// <1113> 篝
<1113> 篝

// <1114> 「………」
<1114> 「………」

// <1115> 目を細めて、それを凝視する。
<1115> 目を細めて、それを凝視する。

// <1116> 主観時間で４日くらいそうしていた。
<1116> 主観時間で４日くらいそうしていた。

// <1117> やがて、カップを手に取った。
<1117> やがて、カップを手に取った。

// <1118> 瑚太朗
<1118> 瑚太朗

// <1119> 「…」
<1119> 「…」

// <1120> 期待していなかっただけに、息をのんだ。
<1120> 期待していなかっただけに、息をのんだ。

// <1121> 篝は「仕方なくこの濁った泥水のようなものを飲んであげるわ」といった態度で、カップのふちに口をつけた。
<1121> 篝は「仕方なくこの濁った泥水のようなものを飲んであげるわ」といった態度で、カップのふちに口をつけた。

// <1122> 瑚太朗
<1122> 瑚太朗

// <1123> （飲んでる…）
<1123> （飲んでる…）

// <1124> 篝
<1124> 篝

// <1125> 「…」
<1125> 「…」

// <1126> 空になったカップを差しだしてくる。
<1126> 空になったカップを差しだしてくる。

// <1127> もういらないのか、おかわりなのかで迷う。
<1127> もういらないのか、おかわりなのかで迷う。

// <1128> 二杯目をじかに注ごうとする。
<1128> 二杯目をじかに注ごうとする。

// <1129> リボンが俺の手元から、魔法瓶を弾いた。
<1129> リボンが俺の手元から、魔法瓶を弾いた。

// <1130> いらない、という意思表示だったらしい。
<1130> いらない、という意思表示だったらしい。

// <1131> 篝は非人間的な横目で、魔法瓶を拾う俺を眺めている。
<1131> 篝は非人間的な横目で、魔法瓶を拾う俺を眺めている。

// <1132> その感じはなんだか、
<1132> その感じはなんだか、

// <1133> 「そんな飲み物で私の気をひこうだなんて、下等な人間風情が考えそうなことね」
<1133> 「そんな飲み物で私の気をひこうだなんて、下等な人間風情が考えそうなことね」

// <1134> とでも言いたげだった。
<1134> とでも言いたげだった。

// <1135> 悪い気は少しもしない。
<1135> 悪い気は少しもしない。

// <1136> 意思表示…！
<1136> 意思表示…！

// <1137> 大事件だった。
<1137> 大事件だった。

// <1138> そしてまた、時ではない時が過ぎる。
<1138> そしてまた、時ではない時が過ぎる。

// <1139> 百年も千年も、今の俺には変わりがない。
<1139> 百年も千年も、今の俺には変わりがない。

// <1140> そのうち主観時間をカウントすることもやめてしまった。
<1140> そのうち主観時間をカウントすることもやめてしまった。

// <1141> 気がつくと、目の前に透けるような手が輝いていた。
<1141> 気がつくと、目の前に透けるような手が輝いていた。

// <1142> 篝の手だ。
<1142> 篝の手だ。

// <1143> 瑚太朗
<1143> 瑚太朗

// <1144> 「…え？」
<1144> 「…え？」

// <1145> 久方ぶりに声を出す。
<1145> 久方ぶりに声を出す。

// <1146> 篝の手が、まっすぐに俺に伸ばされている。
<1146> 篝の手が、まっすぐに俺に伸ばされている。

// <1147> てのひらを上に向け、何かを要求するように。
<1147> てのひらを上に向け、何かを要求するように。

// <1148> 理解に数秒を要した。
<1148> 理解に数秒を要した。

// <1149> 瑚太朗
<1149> 瑚太朗

// <1150> 「あ…今用意するっ」
<1150> 「あ…今用意するっ」

// <1151> 魔法瓶からコーヒーを注ぐ。
<1151> 魔法瓶からコーヒーを注ぐ。

// <1152> コーヒーは今沸かしたばかりみたいに湯気を立てている。
<1152> コーヒーは今沸かしたばかりみたいに湯気を立てている。

// <1153> 震える手で、カップを渡した。
<1153> 震える手で、カップを渡した。

// <1154> 篝
<1154> 篝

// <1155> 「………」
<1155> 「………」

// <1156> 細い喉が鳴る。
<1156> 細い喉が鳴る。

// <1157> かなり熱いはずだが、ものともしない。
<1157> かなり熱いはずだが、ものともしない。

// <1158> 一息に干して、カップだけを返してきた。
<1158> 一息に干して、カップだけを返してきた。

// <1159> その際、指が触れる。
<1159> その際、指が触れる。

// <1160> 突然、篝が俺の指をつかみ取った。
<1160> 突然、篝が俺の指をつかみ取った。

// <1161> 瑚太朗
<1161> 瑚太朗

// <1162> 「お、おいっ…」
<1162> 「お、おいっ…」

// <1163> 乱暴な幼児の手つきで引き寄せた。
<1163> 乱暴な幼児の手つきで引き寄せた。

// <1164> 用紙を踏まないようつま先で踏みとどまり、上体だけを傾けて踏みとどまった。
<1164> 用紙を踏まないようつま先で踏みとどまり、上体だけを傾けて踏みとどまった。

// <1165> 篝
<1165> 篝

// <1166> 「………」
<1166> 「………」

// <1167> 篝は俺の手を天に掲げるようにして眺めた。
<1167> 篝は俺の手を天に掲げるようにして眺めた。

// <1168> においをかぎ、両手で撫でさする。
<1168> においをかぎ、両手で撫でさする。

// <1169> 「なぜこの手は私に飲み物を渡してくるんだろう？」と無垢に問いかけるようだった。
<1169> 「なぜこの手は私に飲み物を渡してくるんだろう？」と無垢に問いかけるようだった。

// <1170> そして、それは起きた。
<1170> そして、それは起きた。

// <1171> 少女が俺に向き直る。
<1171> 少女が俺に向き直る。

// <1172> 異端の眼で見据えてくる。
<1172> 異端の眼で見据えてくる。

// <1173> 手を取ったまま、手前にぐいと引いた。
<1173> 手を取ったまま、手前にぐいと引いた。

// <1174> 俺のつま先が、彼女の領土を侵害してしまう。
<1174> 俺のつま先が、彼女の領土を侵害してしまう。

// <1175> 殺されてしまうな、と覚悟した。
<1175> 殺されてしまうな、と覚悟した。

// <1176> 攻撃は行われなかった。
<1176> 攻撃は行われなかった。

// <1177> 瑚太朗
<1177> 瑚太朗

// <1178> 「篝…？」
<1178> 「篝…？」

// <1179> 今の距離だって、あれほど苦労して認めてもらった。
<1179> 今の距離だって、あれほど苦労して認めてもらった。

// <1180> たった三杯のコーヒーが、最後の壁を壊してしまったというのか。
<1180> たった三杯のコーヒーが、最後の壁を壊してしまったというのか。

// <1181> 瑚太朗
<1181> 瑚太朗

// <1182> 「い…いいのか？」
<1182> 「い…いいのか？」

// <1183> 篝
<1183> 篝

// <1184> 「………」
<1184> 「………」

// <1185> 言葉は通じない。
<1185> 言葉は通じない。

// <1186> 動物が興味あるものを監視するように、篝は俺に視線を固定していた。
<1186> 動物が興味あるものを監視するように、篝は俺に視線を固定していた。

// <1187> それを非人間的な関心とでも呼ぶのか？
<1187> それを非人間的な関心とでも呼ぶのか？

// <1188> 関心であるなら、どんなものだって嬉しいと思った。
<1188> 関心であるなら、どんなものだって嬉しいと思った。

// <1189> 未知なる理論が紡がれる、青く小さな四辺の王国に、ついに俺は招かれた。
<1189> 未知なる理論が紡がれる、青く小さな四辺の王国に、ついに俺は招かれた。

// <1190> あまりにも小さな国。
<1190> あまりにも小さな国。

// <1191> だけど見ろ。
<1191> だけど見ろ。

// <1192> この小王国には、嘘も見栄もない。
<1192> この小王国には、嘘も見栄もない。

// <1193> 自分を良く見せようとする、虚栄の心はない。
<1193> 自分を良く見せようとする、虚栄の心はない。

// <1194> 透明の絆が、俺たちの間に渡されていた。
<1194> 透明の絆が、俺たちの間に渡されていた。

// <1195> それは蜘蛛の糸よりも細く、今にも切れてしまいそうだった。
<1195> それは蜘蛛の糸よりも細く、今にも切れてしまいそうだった。

// <1196> …切りたくない。
<1196> …切りたくない。

// <1197> この貴重なものを、二度とはない繋がりを、断ち切ってしまいたくはない。
<1197> この貴重なものを、二度とはない繋がりを、断ち切ってしまいたくはない。

// <1198> 今なお、篝との間に特別の関係はない。
<1198> 今なお、篝との間に特別の関係はない。

// <1199> 友情でもなければ恋愛でもない。家族とも違うだろう。
<1199> 友情でもなければ恋愛でもない。家族とも違うだろう。

// <1200> ただそばに呼び寄せた相手という、それだけだ。
<1200> ただそばに呼び寄せた相手という、それだけだ。

// <1201> 世の中には、俺たちより深い関係を築いている連中はいくらでもいるはず。
<1201> 世の中には、俺たちより深い関係を築いている連中はいくらでもいるはず。

// <1202> なら俺と篝の関係は、それらに比して劣るものなのか？
<1202> なら俺と篝の関係は、それらに比して劣るものなのか？

// <1203> …いいや。
<1203> …いいや。

// <1204> いいや！
<1204> いいや！

// <1205> これだけのものが、言葉なきふたりの間で、どれだけ尊いか。
<1205> これだけのものが、言葉なきふたりの間で、どれだけ尊いか。

// <1206> 俺はそれを誰にも否定させないだろう。
<1206> 俺はそれを誰にも否定させないだろう。

// <1207> わずかな誇りのために、命だって賭けてしまうだろう。
<1207> わずかな誇りのために、命だって賭けてしまうだろう。

// <1208> 瑚太朗
<1208> 瑚太朗

// <1209> （…答えを、見つけた）
<1209> （…答えを、見つけた）

// <1210> このことを確認できただけで、俺はいくらだって自分を救える。
<1210> このことを確認できただけで、俺はいくらだって自分を救える。

// <1211> なぜ人である時にここに辿り着けなかったのか。
<1211> なぜ人である時にここに辿り着けなかったのか。

// <1212> もう少しくらい、うまくやれたはずだ。
<1212> もう少しくらい、うまくやれたはずだ。

// <1213> ようやくどこで間違えていたか、わかった。
<1213> ようやくどこで間違えていたか、わかった。

// <1214> 人ではなくなってから…
<1214> 人ではなくなってから…

// <1215> いつしか俺の頬を、熱水が滑り落ちていた。
<1215> いつしか俺の頬を、熱水が滑り落ちていた。

// <1216> 篝は指先でその水滴をすくうと、月光に透かし見た。
<1216> 篝は指先でその水滴をすくうと、月光に透かし見た。

// <1217> その顔を見て、俺は息をのむ。
<1217> その顔を見て、俺は息をのむ。

// <1218> 少女は…笑っていた。
<1218> 少女は…笑っていた。

// <1219> 声のない、表情だけの微笑。
<1219> 声のない、表情だけの微笑。

// <1220> 目をやわらかく細め、口の端がかすかに持ち上がる程度の、柔和な面差し。
<1220> 目をやわらかく細め、口の端がかすかに持ち上がる程度の、柔和な面差し。

// <1221> 篝、あんたは、理解不能の存在なんかじゃない。
<1221> 篝、あんたは、理解不能の存在なんかじゃない。

// <1222> 言葉には出さず、俺はそう思った。
<1222> 言葉には出さず、俺はそう思った。

// <1223> 強く強く思った。
<1223> 強く強く思った。

// <1224> dummy
<1224> dummy

// <1225> sys10_mh00
<1225> sys10_mh00

// <1226> sys10_mh00
<1226> sys10_mh00

// <1227> sys10_mh00
<1227> sys10_mh00

// <1228> sys10_mh00
<1228> sys10_mh00

// <1229> sys10_mh00
<1229> sys10_mh00

// <1230> sys10_mh00
<1230> sys10_mh00

// <1231> sys10_mh00
<1231> sys10_mh00

// <1232> sys20_adv00
<1232> sys20_adv00

// <1233> kuro
<1233> kuro

// <1234> ny_mv_tree04_2
<1234> ny_mv_tree04_2

// <1235> sys20_adv00
<1235> sys20_adv00

// <1236> bg044
<1236> bg044

// <1237> bgm010
<1237> bgm010

// <1238> sys20_adv00
<1238> sys20_adv00

// <1239> bg080n
<1239> bg080n

// <1240> sys20_adv00
<1240> sys20_adv00

// <1241> bg044
<1241> bg044

// <1242> sys20_adv00
<1242> sys20_adv00

// <1243> fgkg05a
<1243> fgkg05a

// <1244> sys20_adv00
<1244> sys20_adv00

// <1245> fgkg05b
<1245> fgkg05b

// <1246> sys20_adv00
<1246> sys20_adv00

// <1247> fgkg03b
<1247> fgkg03b

// <1248> sys20_adv00
<1248> sys20_adv00

// <1249> fgkg05b
<1249> fgkg05b

// <1250> sys20_adv00
<1250> sys20_adv00

// <1251> kuro
<1251> kuro

// <1252> sys20_adv00
<1252> sys20_adv00

// <1253> kuro
<1253> kuro

// <1254> sys20_adv00
<1254> sys20_adv00

// <1255> bg001n2
<1255> bg001n2

// <1256> sys20_adv00
<1256> sys20_adv00

// <1257> bg080n
<1257> bg080n

// <1258> sys20_adv00
<1258> sys20_adv00

// <1259> bg111n
<1259> bg111n

// <1260> sys20_adv02
<1260> sys20_adv02

// <1261> sys20_adv00
<1261> sys20_adv00

// <1262> kuro
<1262> kuro

// <1263> sys20_adv00
<1263> sys20_adv00

// <1264> fgkg05a
<1264> fgkg05a

// <1265> sys20_adv00
<1265> sys20_adv00

// <1266> kuro
<1266> kuro

// <1267> sys20_adv00
<1267> sys20_adv00

// <1268> fgkg05b
<1268> fgkg05b

// <1269> sys00_sys00
<1269> sys00_sys00

// <1270> kagari01
<1270> kagari01

// <1271> sys20_adv02
<1271> sys20_adv02

// <1272> sys00_sys00
<1272> sys00_sys00

// <1273> kagari02
<1273> kagari02

// <1274> sys20_adv02
<1274> sys20_adv02

// <1275> sys00_sys00
<1275> sys00_sys00

// <1276> assyukugengo
<1276> assyukugengo

// <1277> sys20_adv02
<1277> sys20_adv02

// <1278> sys00_sys00
<1278> sys00_sys00

// <1279> sys20_adv00
<1279> sys20_adv00

// <1280> bg044
<1280> bg044

// <1281> sys00_sys00
<1281> sys00_sys00

// <1282> dosa
<1282> dosa

// <1283> sys20_adv02
<1283> sys20_adv02

// <1284> sys20_adv00
<1284> sys20_adv00

// <1285> bg001n2
<1285> bg001n2

// <1286> sys20_adv00
<1286> sys20_adv00

// <1287> kuro
<1287> kuro

// <1288> sys20_adv00
<1288> sys20_adv00

// <1289> bg044
<1289> bg044

// <1290> sys00_sys00
<1290> sys00_sys00

// <1291> bt_knife
<1291> bt_knife

// <1292> sys20_adv00
<1292> sys20_adv00

// <1293> siro
<1293> siro

// <1294> sys20_adv00
<1294> sys20_adv00

// <1295> bg044
<1295> bg044

// <1296> sys00_sys00
<1296> sys00_sys00

// <1297> bt_spear
<1297> bt_spear

// <1298> sys00_sys00
<1298> sys00_sys00

// <1299> bt_sasaru
<1299> bt_sasaru

// <1300> sys20_adv02
<1300> sys20_adv02

// <1301> sys00_sys00
<1301> sys00_sys00

// <1302> guard
<1302> guard

// <1303> sys20_adv00
<1303> sys20_adv00

// <1304> kuro
<1304> kuro

// <1305> sys20_adv00
<1305> sys20_adv00

// <1306> bg044
<1306> bg044

// <1307> sys20_adv00
<1307> sys20_adv00

// <1308> kuro
<1308> kuro

// <1309> sys20_adv00
<1309> sys20_adv00

// <1310> bg044
<1310> bg044

// <1311> sys20_adv00
<1311> sys20_adv00

// <1312> kuro
<1312> kuro

// <1313> sys20_adv00
<1313> sys20_adv00

// <1314> bg044
<1314> bg044

// <1315> sys00_sys00
<1315> sys00_sys00

// <1316> bt_aura_3blade
<1316> bt_aura_3blade

// <1317> sys20_adv00
<1317> sys20_adv00

// <1318> kuro
<1318> kuro

// <1319> sys20_adv00
<1319> sys20_adv00

// <1320> bg044
<1320> bg044

// <1321> sys00_sys00
<1321> sys00_sys00

// <1322> bt_kazekiri2
<1322> bt_kazekiri2

// <1323> sys20_adv02
<1323> sys20_adv02

// <1324> sys20_adv00
<1324> sys20_adv00

// <1325> cgm_kg10
<1325> cgm_kg10

// <1326> sys20_adv00
<1326> sys20_adv00

// <1327> cgm_kg14
<1327> cgm_kg14

// <1328> sys20_adv00
<1328> sys20_adv00

// <1329> sys20_adv02
<1329> sys20_adv02

// <1330> sys20_adv00
<1330> sys20_adv00

// <1331> cgm_kg33
<1331> cgm_kg33

// <1332> sys20_adv02
<1332> sys20_adv02

// <1333> sys20_adv00
<1333> sys20_adv00

// <1334> sys20_adv00
<1334> sys20_adv00

// <1335> cgm_kg30
<1335> cgm_kg30

// <1336> sys20_adv00
<1336> sys20_adv00

// <1337> sys20_adv00
<1337> sys20_adv00

// <1338> kuro
<1338> kuro

// <1339> sys00_sys00
<1339> sys00_sys00

// <1340> dosa
<1340> dosa

// <1341> sys20_adv00
<1341> sys20_adv00

// <1342> bg044
<1342> bg044

// <1343> sys20_adv02
<1343> sys20_adv02

// <1344> sys20_adv00
<1344> sys20_adv00

// <1345> aka
<1345> aka

// <1346> sys20_adv00
<1346> sys20_adv00

// <1347> kuro
<1347> kuro

// <1348> sys20_adv00
<1348> sys20_adv00

// <1349> bg044
<1349> bg044

// <1350> sys20_adv02
<1350> sys20_adv02

// <1351> sys20_adv00
<1351> sys20_adv00

// <1352> aka
<1352> aka

// <1353> sys20_adv00
<1353> sys20_adv00

// <1354> kuro
<1354> kuro

// <1355> sys20_adv00
<1355> sys20_adv00

// <1356> bg044
<1356> bg044

// <1357> sys20_adv02
<1357> sys20_adv02

// <1358> sys20_adv00
<1358> sys20_adv00

// <1359> aka
<1359> aka

// <1360> sys20_adv00
<1360> sys20_adv00

// <1361> kuro
<1361> kuro

// <1362> sys20_adv00
<1362> sys20_adv00

// <1363> bg044
<1363> bg044

// <1364> sys20_adv00
<1364> sys20_adv00

// <1365> aka
<1365> aka

// <1366> sys20_adv00
<1366> sys20_adv00

// <1367> kuro
<1367> kuro

// <1368> sys20_adv00
<1368> sys20_adv00

// <1369> bg001n2
<1369> bg001n2

// <1370> sys20_adv00
<1370> sys20_adv00

// <1371> kuro
<1371> kuro

// <1372> sys20_adv00
<1372> sys20_adv00

// <1373> bg044
<1373> bg044

// <1374> sys20_adv00
<1374> sys20_adv00

// <1375> cgm_kg30
<1375> cgm_kg30

// <1376> sys20_adv00
<1376> sys20_adv00

// <1377> sys20_adv00
<1377> sys20_adv00

// <1378> cgm_kg10
<1378> cgm_kg10

// <1379> sys20_adv00
<1379> sys20_adv00

// <1380> sys20_adv00
<1380> sys20_adv00

// <1381> cgm_kg10h
<1381> cgm_kg10h

// <1382> sys00_sys00
<1382> sys00_sys00

// <1383> kagari03
<1383> kagari03

// <1384> sys00_sys00
<1384> sys00_sys00

// <1385> mn_ss_se31
<1385> mn_ss_se31

// <1386> sys20_adv00
<1386> sys20_adv00

// <1387> sys20_adv00
<1387> sys20_adv00

// <1388> kuro
<1388> kuro

// <1389> bgm010
<1389> bgm010

// <1390> sys20_adv00
<1390> sys20_adv00

// <1391> bg044
<1391> bg044

// <1392> sys20_adv00
<1392> sys20_adv00

// <1393> cgm_kg30
<1393> cgm_kg30

// <1394> sys20_adv00
<1394> sys20_adv00

