// <0000> 地図に従って歩くと、すぐに川に出る。
<0000> 地図に従って歩くと、すぐに川に出る。
<1191> ツノバッタンがレベルアップ！

// <1192> ■マッピー／既読■　ID:
<1192> ■マッピー／既読■　ID:

// <1193>  (Z
<1193>  (Z

// <1194> -
<1194> -

// <1195> ■マッピー／コンプリート■
<1195> ■マッピー／コンプリート■

// <1196> 森を歩いていると、美少年がオレを待っていた。
<1196> 森を歩いていると、美少年がオレを待っていた。

// <1197> そのたたずまいはラスボス風だ。
<1197> そのたたずまいはラスボス風だ。

// <1198> 美少年
<1198> 美少年

// <1199> 「フフフ、私のスクモンに勝てますか？」
<1199> 「フフフ、私のスクモンに勝てますか？」

// <1200> 言うことも唐突だ。
<1200> 言うことも唐突だ。

// <1201> ちなみにみんなは見ない振りをして歩き去っていった。
<1201> ちなみにみんなは見ない振りをして歩き去っていった。

// <1202> 静流が興味を示したが、委員長がそれを制して先に行かせた。
<1202> 静流が興味を示したが、委員長がそれを制して先に行かせた。

// <1203> …普通、そういう感じだ。
<1203> …普通、そういう感じだ。

// <1204> 瑚太朗
<1204> 瑚太朗

// <1205> 「誰？」
<1205> 「誰？」

// <1206> 美少年
<1206> 美少年

// <1207> 「チャンピオンです」
<1207> 「チャンピオンです」

// <1208> 瑚太朗
<1208> 瑚太朗

// <1209> 「ああ、そうなんだ…」
<1209> 「ああ、そうなんだ…」

// <1210> チャンピオン
<1210> チャンピオン

// <1211> 「私に勝たねば、スクモンチャンピオンにはなりませんよ」
<1211> 「私に勝たねば、スクモンチャンピオンにはなりませんよ」

// <1212> 瑚太朗
<1212> 瑚太朗

// <1213> 「そうね…じゃあ、やるか…」
<1213> 「そうね…じゃあ、やるか…」

// <1214> やった。
<1214> やった。

// <1215> 負けた。
<1215> 負けた。

// <1216> ツノバッタンは、チャンピオンのスクモンに破れた。
<1216> ツノバッタンは、チャンピオンのスクモンに破れた。

// <1217> 相手は体長数十センチ以上の大物だったのだ。
<1217> 相手は体長数十センチ以上の大物だったのだ。

// <1218> 完全に敗北したツノバッタンは、さらさらと粉になって消滅してしまった。
<1218> 完全に敗北したツノバッタンは、さらさらと粉になって消滅してしまった。

// <1219> チャンピオン
<1219> チャンピオン

// <1220> 「私のカイザービートルの勝ちですね」
<1220> 「私のカイザービートルの勝ちですね」

// <1221> 瑚太朗
<1221> 瑚太朗

// <1222> 「そうだね。お疲れさん」
<1222> 「そうだね。お疲れさん」

// <1223> 子供
<1223> 子供

// <1224> 「くそ！　このまま終わっちまうのかよ！　ちくしょおおおおおっ！」
<1224> 「くそ！　このまま終わっちまうのかよ！　ちくしょおおおおおっ！」

// <1225> 瑚太朗
<1225> 瑚太朗

// <1226> 「いつ来たおまえ」
<1226> 「いつ来たおまえ」

// <1227> 瑚太朗
<1227> 瑚太朗

// <1228> 「盛り上がりすぎだろ、ひとりで」
<1228> 「盛り上がりすぎだろ、ひとりで」

// <1229> 子供
<1229> 子供

// <1230> 「死んでいったツノバッタンのためにも、おれたちが負けるわけにはいかないんだ！」
<1230> 「死んでいったツノバッタンのためにも、おれたちが負けるわけにはいかないんだ！」

// <1231> 瑚太朗
<1231> 瑚太朗

// <1232> 「でも負けは負けだぜ？」
<1232> 「でも負けは負けだぜ？」

// <1233> 子供
<1233> 子供

// <1234> 「…そうな」
<1234> 「…そうな」

// <1235> 瑚太朗
<1235> 瑚太朗

// <1236> 「予備のスクモンもねーし」
<1236> 「予備のスクモンもねーし」

// <1237> 子供
<1237> 子供

// <1238> 「…そうね」
<1238> 「…そうね」

// <1239> 少年はいきなり萎えた感じになった。
<1239> 少年はいきなり萎えた感じになった。

// <1240> 瑚太朗
<1240> 瑚太朗

// <1241> 「じゃ俺、用事あるから」
<1241> 「じゃ俺、用事あるから」

// <1242> 子供
<1242> 子供

// <1243> 「ああ、うん…ばいばい」
<1243> 「ああ、うん…ばいばい」

// <1244> やったぞ、スクモン絡みから解放された！
<1244> やったぞ、スクモン絡みから解放された！

// <1245> その時だった。
<1245> その時だった。

// <1246> 俺の右腕が光り始めた。
<1246> 俺の右腕が光り始めた。

// <1247> そして、ヤツが出てきた。
<1247> そして、ヤツが出てきた。

// <1248> 伝説のスクモン
<1248> 伝説のスクモン

// <1249> 「ガオー」
<1249> 「ガオー」

// <1250> 子供
<1250> 子供

// <1251> 「そ、それは伝説のスクモン、ギガザウラー！」
<1251> 「そ、それは伝説のスクモン、ギガザウラー！」

// <1252> ■友達■　ID:
<1252> ■友達■　ID:

// <1253> 　NO:
<1253> 　NO:

// <1254> 瑚太朗
<1254> 瑚太朗

// <1255> 「忘れてたけど、なんかゲットしてたんだ俺」
<1255> 「忘れてたけど、なんかゲットしてたんだ俺」

// <1256> 子供
<1256> 子供

// <1257> 「やれる…こいつなら勝てる！」
<1257> 「やれる…こいつなら勝てる！」

// <1258> チャンピオン
<1258> チャンピオン

// <1259> 「やはりあなたは一筋縄ではいかない人でしたね…」
<1259> 「やはりあなたは一筋縄ではいかない人でしたね…」

// <1260> チャンピオン
<1260> チャンピオン

// <1261> 「しかしそんな古い伝説が、今の伝説である我がカイザーに通用するとでも？」
<1261> 「しかしそんな古い伝説が、今の伝説である我がカイザーに通用するとでも？」

// <1262> そしてアツいバトル。
<1262> そしてアツいバトル。

// <1263> だがチャンピオンは強く、苦戦を強いられた。
<1263> だがチャンピオンは強く、苦戦を強いられた。

// <1264> 子供
<1264> 子供

// <1265> 「くっ…伝説のスクモンでも、ひとりでは勝てないというのか…！」
<1265> 「くっ…伝説のスクモンでも、ひとりでは勝てないというのか…！」

// <1266> いなずまのシュン
<1266> いなずまのシュン

// <1267> 「ひとりじゃないさ！」
<1267> 「ひとりじゃないさ！」

// <1268> 脈絡なくみんなが来た。
<1268> 脈絡なくみんなが来た。

// <1269> はやてのラン
<1269> はやてのラン

// <1270> 「みんなの力を！」
<1270> 「みんなの力を！」

// <1271> ランの母
<1271> ランの母

// <1272> 「ひとつに！」
<1272> 「ひとつに！」

// <1273> げきりゅうのダイサク
<1273> げきりゅうのダイサク

// <1274> 「合わせれば！」
<1274> 「合わせれば！」

// <1275> スクモン使い
<1275> スクモン使い

// <1276> 「どんな相手だって！」
<1276> 「どんな相手だって！」

// <1277> 知らない仲間
<1277> 知らない仲間

// <1278> 「倒せる！」
<1278> 「倒せる！」

// <1279> とにかく数の暴力によって、俺は勝利した。
<1279> とにかく数の暴力によって、俺は勝利した。

// <1280> チャンピオン
<1280> チャンピオン

// <1281> 「…参った。私の完敗です…」
<1281> 「…参った。私の完敗です…」

// <1282> 瑚太朗
<1282> 瑚太朗

// <1283> 「あー、なんか説教しないといけない流れだな…？」
<1283> 「あー、なんか説教しないといけない流れだな…？」

// <1284> 瑚太朗
<1284> 瑚太朗

// <1285> 「そうだな…じゃ人の可能性とか、優しさとか、絆とか、そういうの大切にしていけよ」
<1285> 「そうだな…じゃ人の可能性とか、優しさとか、絆とか、そういうの大切にしていけよ」

// <1286> チャンピオン
<1286> チャンピオン

// <1287> 「はい、そうします」
<1287> 「はい、そうします」

// <1288> ■友達■　ID:
<1288> ■友達■　ID:

// <1289> 　NO:
<1289> 　NO:

// <1290> スクモンキングを目指す旅は終わった。
<1290> スクモンキングを目指す旅は終わった。

// <1291> めちゃ虚しかった。
<1291> めちゃ虚しかった。

// <1292> 瑚太朗
<1292> 瑚太朗

// <1293> 「…ここまで手間暇かけさせられたんだから、なんかご褒美欲しいが」
<1293> 「…ここまで手間暇かけさせられたんだから、なんかご褒美欲しいが」

// <1294> 子供
<1294> 子供

// <1295> 「あるよ」
<1295> 「あるよ」

// <1296> 瑚太朗
<1296> 瑚太朗

// <1297> 「期待していいんだな？」
<1297> 「期待していいんだな？」

// <1298> 少年はもじもじした。
<1298> 少年はもじもじした。

// <1299> そして帽子を取った。
<1299> そして帽子を取った。

// <1300> 長い髪がわさーと垂れた。
<1300> 長い髪がわさーと垂れた。

// <1301> 子供
<1301> 子供

// <1302> 「実は、おれ女だったんだ…叙述トリックで誤魔化してたけど」
<1302> 「実は、おれ女だったんだ…叙述トリックで誤魔化してたけど」

// <1303> 瑚太朗
<1303> 瑚太朗

// <1304> 「え…？」
<1304> 「え…？」

// <1305> 子供
<1305> 子供

// <1306> 「おれ…実はずっと兄ちゃんのこと…」
<1306> 「おれ…実はずっと兄ちゃんのこと…」

// <1307> 瑚太朗
<1307> 瑚太朗

// <1308> 「サイナラ」
<1308> 「サイナラ」

// <1309> 子供
<1309> 子供

// <1310> 「ああ、待ってくれよぉぉ！」
<1310> 「ああ、待ってくれよぉぉ！」

// <1311> 慌ててその場を離れた。
<1311> 慌ててその場を離れた。

// <1312> ■友達■　ID:
<1312> ■友達■　ID:

// <1313> 　NO:
<1313> 　NO:

// <1314> 瑚太朗
<1314> 瑚太朗

// <1315> 「色物枠のキャラはもういらない…」
<1315> 「色物枠のキャラはもういらない…」

// <1316> とんだ自由時間になってしまった。
<1316> とんだ自由時間になってしまった。

// <1317> スクモンチャンピオンの称号を手に入れた！
<1317> スクモンチャンピオンの称号を手に入れた！

// <1318> ■マッピー／既読■　ID:
<1318> ■マッピー／既読■　ID:

// <1319>  (Z
<1319>  (Z

// <1320> -
<1320> -

// <1321> ■マッピー／コンプリート■
<1321> ■マッピー／コンプリート■

// <1322> dummy
<1322> dummy

// <1323> sys20_adv00
<1323> sys20_adv00

// <1324> kuro
<1324> kuro

// <1325> sys20_adv00
<1325> sys20_adv00

// <1326> bg014
<1326> bg014

// <1327> bgm035
<1327> bgm035

// <1328> sys20_adv00
<1328> sys20_adv00

// <1329> cgm_ak13a
<1329> cgm_ak13a

// <1330> cgm_lc11a
<1330> cgm_lc11a

// <1331> sys20_adv00
<1331> sys20_adv00

// <1332> cgm_kt25a
<1332> cgm_kt25a

// <1333> sys20_adv00
<1333> sys20_adv00

// <1334> cgm_ak31a
<1334> cgm_ak31a

// <1335> sys20_adv00
<1335> sys20_adv00

// <1336> cgm_lc16ah
<1336> cgm_lc16ah

// <1337> sys20_adv00
<1337> sys20_adv00

// <1338> cgm_kt14a
<1338> cgm_kt14a

// <1339> sys20_adv00
<1339> sys20_adv00

// <1340> cgm_ak23a
<1340> cgm_ak23a

// <1341> sys20_adv00
<1341> sys20_adv00

// <1342> cgm_kt34a
<1342> cgm_kt34a

// <1343> sys20_adv00
<1343> sys20_adv00

// <1344> sys20_adv00
<1344> sys20_adv00

// <1345> cgm_ak11ah
<1345> cgm_ak11ah

// <1346> sys20_adv00
<1346> sys20_adv00

// <1347> cgm_ch13a
<1347> cgm_ch13a

// <1348> sys20_adv00
<1348> sys20_adv00

// <1349> cgm_kt25a
<1349> cgm_kt25a

// <1350> sys20_adv00
<1350> sys20_adv00

// <1351> cgm_lc11ah
<1351> cgm_lc11ah

// <1352> sys20_adv00
<1352> sys20_adv00

// <1353> cgm_kt17a
<1353> cgm_kt17a

// <1354> sys20_adv00
<1354> sys20_adv00

// <1355> cgm_kt18a
<1355> cgm_kt18a

// <1356> sys20_adv00
<1356> sys20_adv00

// <1357> cgm_ak23a
<1357> cgm_ak23a

// <1358> sys20_adv00
<1358> sys20_adv00

// <1359> cgm_ch10a
<1359> cgm_ch10a

// <1360> sys20_adv00
<1360> sys20_adv00

// <1361> cgm_kt11a
<1361> cgm_kt11a

// <1362> cgm_ch10a
<1362> cgm_ch10a

// <1363> sys20_adv00
<1363> sys20_adv00

// <1364> cgm_kt11a
<1364> cgm_kt11a

// <1365> cgm_ch12a
<1365> cgm_ch12a

// <1366> sys20_adv00
<1366> sys20_adv00

// <1367> cgm_kt12a
<1367> cgm_kt12a

// <1368> cgm_ch12a
<1368> cgm_ch12a

// <1369> sys20_adv00
<1369> sys20_adv00

// <1370> cgm_sz10as
<1370> cgm_sz10as

// <1371> sys20_adv00
<1371> sys20_adv00

// <1372> cgm_lc36a
<1372> cgm_lc36a

// <1373> sys20_adv00
<1373> sys20_adv00

// <1374> cgm_sz10as
<1374> cgm_sz10as

// <1375> sys20_adv00
<1375> sys20_adv00

// <1376> cgm_sz30ay
<1376> cgm_sz30ay

// <1377> sys20_adv00
<1377> sys20_adv00

// <1378> cgm_sz13as
<1378> cgm_sz13as

// <1379> sys20_adv00
<1379> sys20_adv00

// <1380> cgm_sz10ah
<1380> cgm_sz10ah

// <1381> sys20_adv00
<1381> sys20_adv00

// <1382> cgm_kt25a
<1382> cgm_kt25a

// <1383> sys20_adv00
<1383> sys20_adv00

// <1384> cgm_sz30ay
<1384> cgm_sz30ay

// <1385> sys20_adv00
<1385> sys20_adv00

// <1386> cgm_sz41a
<1386> cgm_sz41a

// <1387> sys20_adv00
<1387> sys20_adv00

// <1388> cgm_sz12as
<1388> cgm_sz12as

// <1389> sys20_adv00
<1389> sys20_adv00

// <1390> sys20_adv00
<1390> sys20_adv00

// <1391> kuro
<1391> kuro

// <1392> sys20_adv00
<1392> sys20_adv00

// <1393> bg014
<1393> bg014

// <1394> sys20_adv00
<1394> sys20_adv00

// <1395> cgm_kt16a
<1395> cgm_kt16a

// <1396> sys20_adv00
<1396> sys20_adv00

// <1397> sys20_adv00
<1397> sys20_adv00

// <1398> cgm_kt11a
<1398> cgm_kt11a

// <1399> sys20_adv00
<1399> sys20_adv00

// <1400> cgm_kt30a
<1400> cgm_kt30a

// <1401> sys20_adv00
<1401> sys20_adv00

// <1402> sys20_adv00
<1402> sys20_adv00

// <1403> cgm_ch29a
<1403> cgm_ch29a

// <1404> sys20_adv00
<1404> sys20_adv00

// <1405> cgm_ch13a
<1405> cgm_ch13a

// <1406> sys20_adv00
<1406> sys20_adv00

// <1407> cgm_kt16a
<1407> cgm_kt16a

// <1408> sys20_adv00
<1408> sys20_adv00

// <1409> cgm_ch10a
<1409> cgm_ch10a

// <1410> sys20_adv00
<1410> sys20_adv00

// <1411> cgm_ch13a
<1411> cgm_ch13a

// <1412> sys20_adv00
<1412> sys20_adv00

// <1413> sys20_adv00
<1413> sys20_adv00

// <1414> kuro
<1414> kuro

// <1415> sys20_adv00
<1415> sys20_adv00

// <1416> bg014
<1416> bg014

// <1417> sys20_adv00
<1417> sys20_adv00

// <1418> cgm_lc11ah
<1418> cgm_lc11ah

// <1419> sys20_adv00
<1419> sys20_adv00

// <1420> cgm_lc10a
<1420> cgm_lc10a

// <1421> sys20_adv00
<1421> sys20_adv00

// <1422> cgm_kt11a
<1422> cgm_kt11a

// <1423> sys20_adv00
<1423> sys20_adv00

// <1424> cgm_ch15a
<1424> cgm_ch15a

// <1425> sys20_adv00
<1425> sys20_adv00

// <1426> cgm_ch12a
<1426> cgm_ch12a

// <1427> sys20_adv00
<1427> sys20_adv00

// <1428> cgm_ch32ah
<1428> cgm_ch32ah

// <1429> sys20_adv00
<1429> sys20_adv00

// <1430> sys20_adv00
<1430> sys20_adv00

// <1431> cgm_ch13a
<1431> cgm_ch13a

// <1432> sys20_adv00
<1432> sys20_adv00

// <1433> cgm_lc11ah
<1433> cgm_lc11ah

// <1434> sys20_adv00
<1434> sys20_adv00

// <1435> sys20_adv00
<1435> sys20_adv00

// <1436> cgm_lc36a
<1436> cgm_lc36a

// <1437> sys20_adv00
<1437> sys20_adv00

// <1438> cgm_lc11ah
<1438> cgm_lc11ah

// <1439> sys20_adv00
<1439> sys20_adv00

// <1440> cgm_lc43a
<1440> cgm_lc43a

// <1441> sys20_adv00
<1441> sys20_adv00

// <1442> cgm_lc11a
<1442> cgm_lc11a

// <1443> sys20_adv00
<1443> sys20_adv00

// <1444> sys20_adv00
<1444> sys20_adv00

// <1445> cgm_lc10a
<1445> cgm_lc10a

// <1446> sys20_adv00
<1446> sys20_adv00

// <1447> cgm_lc10ah
<1447> cgm_lc10ah

// <1448> sys20_adv00
<1448> sys20_adv00

// <1449> cgm_lc11ah
<1449> cgm_lc11ah

// <1450> sys20_adv00
<1450> sys20_adv00

// <1451> cgm_lc10ah
<1451> cgm_lc10ah

// <1452> sys20_adv00
<1452> sys20_adv00

// <1453> cgm_ch13a
<1453> cgm_ch13a

// <1454> sys20_adv00
<1454> sys20_adv00

// <1455> cgm_lc11a
<1455> cgm_lc11a

// <1456> sys20_adv00
<1456> sys20_adv00

// <1457> cgm_kt11a
<1457> cgm_kt11a

// <1458> sys20_adv00
<1458> sys20_adv00

// <1459> cgm_kt12a
<1459> cgm_kt12a

// <1460> sys20_adv00
<1460> sys20_adv00

// <1461> cgm_kt30a
<1461> cgm_kt30a

// <1462> sys20_adv00
<1462> sys20_adv00

// <1463> sys20_adv00
<1463> sys20_adv00

// <1464> cgm_ak15a
<1464> cgm_ak15a

// <1465> sys20_adv00
<1465> sys20_adv00

// <1466> cgm_kt16a
<1466> cgm_kt16a

// <1467> sys20_adv00
<1467> sys20_adv00

// <1468> cgm_ak23a
<1468> cgm_ak23a

// <1469> sys20_adv00
<1469> sys20_adv00

// <1470> cgm_ch10a
<1470> cgm_ch10a

// <1471> sys20_adv00
<1471> sys20_adv00

// <1472> cgm_ch13a
<1472> cgm_ch13a

// <1473> sys20_adv00
<1473> sys20_adv00

// <1474> cgm_kt30a
<1474> cgm_kt30a

// <1475> sys20_adv00
<1475> sys20_adv00

// <1476> cgm_lc11a
<1476> cgm_lc11a

// <1477> sys20_adv00
<1477> sys20_adv00

// <1478> cgm_lc10a
<1478> cgm_lc10a

// <1479> sys20_adv00
<1479> sys20_adv00

// <1480> cgm_lc43a
<1480> cgm_lc43a

// <1481> sys20_adv00
<1481> sys20_adv00

// <1482> sys20_adv00
<1482> sys20_adv00

// <1483> cgm_sz10as
<1483> cgm_sz10as

// <1484> sys20_adv00
<1484> sys20_adv00

// <1485> cgm_ch33ah
<1485> cgm_ch33ah

// <1486> sys20_adv00
<1486> sys20_adv00

// <1487> cgm_kt25a
<1487> cgm_kt25a

// <1488> sys20_adv00
<1488> sys20_adv00

// <1489> cgm_sz12a
<1489> cgm_sz12a

// <1490> sys20_adv00
<1490> sys20_adv00

// <1491> cgm_sz10as
<1491> cgm_sz10as

// <1492> sys20_adv00
<1492> sys20_adv00

// <1493> sys20_adv00
<1493> sys20_adv00

// <1494> cgm_sz10as
<1494> cgm_sz10as

// <1495> sys20_adv00
<1495> sys20_adv00

// <1496> cgm_lc11a
<1496> cgm_lc11a

// <1497> sys20_adv00
<1497> sys20_adv00

// <1498> cgm_ak23a
<1498> cgm_ak23a

// <1499> sys20_adv00
<1499> sys20_adv00

// <1500> sys20_adv00
<1500> sys20_adv00

// <1501> cgm_kt16a
<1501> cgm_kt16a

// <1502> sys20_adv00
<1502> sys20_adv00

// <1503> cgm_sz10as
<1503> cgm_sz10as

// <1504> sys20_adv00
<1504> sys20_adv00

// <1505> cgm_sz10ah
<1505> cgm_sz10ah

// <1506> sys20_adv00
<1506> sys20_adv00

// <1507> cgm_sz40a
<1507> cgm_sz40a

// <1508> sys20_adv00
<1508> sys20_adv00

// <1509> cgm_sz41a
<1509> cgm_sz41a

// <1510> sys20_adv00
<1510> sys20_adv00

// <1511> cgm_sz10as
<1511> cgm_sz10as

// <1512> sys20_adv00
<1512> sys20_adv00

// <1513> cgm_sz11a
<1513> cgm_sz11a

// <1514> sys20_adv00
<1514> sys20_adv00

// <1515> sys20_adv00
<1515> sys20_adv00

// <1516> cgm_sz12a
<1516> cgm_sz12a

// <1517> sys20_adv00
<1517> sys20_adv00

// <1518> sys20_adv00
<1518> sys20_adv00

// <1519> kuro
<1519> kuro

// <1520> sys20_adv00
<1520> sys20_adv00

// <1521> bg015
<1521> bg015

// <1522> sys20_adv00
<1522> sys20_adv00

// <1523> cgm_ak15a
<1523> cgm_ak15a

// <1524> sys20_adv00
<1524> sys20_adv00

// <1525> cgm_ak13a
<1525> cgm_ak13a

// <1526> sys20_adv00
<1526> sys20_adv00

// <1527> sys20_adv00
<1527> sys20_adv00

// <1528> cgm_ak13a
<1528> cgm_ak13a

// <1529> sys20_adv00
<1529> sys20_adv00

// <1530> sys20_adv00
<1530> sys20_adv00

// <1531> cgm_ch22a
<1531> cgm_ch22a

// <1532> sys20_adv00
<1532> sys20_adv00

// <1533> sys20_adv00
<1533> sys20_adv00

// <1534> cgm_kt11ay
<1534> cgm_kt11ay

// <1535> sys20_adv00
<1535> sys20_adv00

// <1536> cgm_lc11a
<1536> cgm_lc11a

// <1537> sys20_adv00
<1537> sys20_adv00

// <1538> sys20_adv00
<1538> sys20_adv00

// <1539> cgm_ak21a
<1539> cgm_ak21a

// <1540> sys20_adv00
<1540> sys20_adv00

// <1541> sys20_adv00
<1541> sys20_adv00

// <1542> cgm_ak21a
<1542> cgm_ak21a

// <1543> sys20_adv00
<1543> sys20_adv00

// <1544> sys20_adv00
<1544> sys20_adv00

// <1545> cgm_lc11a
<1545> cgm_lc11a

// <1546> sys20_adv00
<1546> sys20_adv00

// <1547> cgm_lc19a
<1547> cgm_lc19a

// <1548> sys20_adv00
<1548> sys20_adv00

// <1549> cgm_kt16a
<1549> cgm_kt16a

// <1550> sys20_adv00
<1550> sys20_adv00

// <1551> cgm_ch13a
<1551> cgm_ch13a

// <1552> cgm_sz10as
<1552> cgm_sz10as

// <1553> sys20_adv00
<1553> sys20_adv00

// <1554> sys20_adv00
<1554> sys20_adv00

// <1555> cgm_ch13ah
<1555> cgm_ch13ah

// <1556> sys20_adv00
<1556> sys20_adv00

// <1557> cgm_lc19a
<1557> cgm_lc19a

// <1558> sys20_adv00
<1558> sys20_adv00

// <1559> cgm_kt16ay
<1559> cgm_kt16ay

// <1560> sys20_adv00
<1560> sys20_adv00

// <1561> cgm_kt31a
<1561> cgm_kt31a

// <1562> sys20_adv00
<1562> sys20_adv00

// <1563> cgm_lc11a
<1563> cgm_lc11a

// <1564> sys20_adv00
<1564> sys20_adv00

// <1565> sys20_adv00
<1565> sys20_adv00

// <1566> cgm_kt14a
<1566> cgm_kt14a

// <1567> sys20_adv00
<1567> sys20_adv00

// <1568> sys20_adv00
<1568> sys20_adv00

// <1569> cgm_ak34a
<1569> cgm_ak34a

// <1570> sys20_adv00
<1570> sys20_adv00

// <1571> cgm_ak13a
<1571> cgm_ak13a

// <1572> sys20_adv00
<1572> sys20_adv00

// <1573> cgm_ak15ah
<1573> cgm_ak15ah

// <1574> sys20_adv00
<1574> sys20_adv00

// <1575> cgm_ak23a
<1575> cgm_ak23a

// <1576> sys20_adv00
<1576> sys20_adv00

// <1577> sys20_adv00
<1577> sys20_adv00

// <1578> cgm_ak31a
<1578> cgm_ak31a

// <1579> sys20_adv00
<1579> sys20_adv00

// <1580> cgm_ak13a
<1580> cgm_ak13a

// <1581> sys20_adv00
<1581> sys20_adv00

// <1582> cgm_ak11ah
<1582> cgm_ak11ah

// <1583> sys20_adv00
<1583> sys20_adv00

// <1584> cgm_ak23a
<1584> cgm_ak23a

// <1585> sys20_adv00
<1585> sys20_adv00

// <1586> cgm_ak13a
<1586> cgm_ak13a

// <1587> sys20_adv00
<1587> sys20_adv00

// <1588> sys20_adv00
<1588> sys20_adv00

// <1589> cgm_ak11a
<1589> cgm_ak11a

// <1590> sys20_adv00
<1590> sys20_adv00

// <1591> cgm_ak23ah
<1591> cgm_ak23ah

// <1592> sys20_adv00
<1592> sys20_adv00

// <1593> cgm_ak11a
<1593> cgm_ak11a

// <1594> sys20_adv00
<1594> sys20_adv00

// <1595> sys00_sys00
<1595> sys00_sys00

// <1596> hita
<1596> hita

// <1597> sys20_adv02
<1597> sys20_adv02

// <1598> sys20_adv00
<1598> sys20_adv00

// <1599> cgm_ak16a
<1599> cgm_ak16a

// <1600> sys20_adv00
<1600> sys20_adv00

// <1601> cgm_ak22a
<1601> cgm_ak22a

// <1602> sys20_adv00
<1602> sys20_adv00

// <1603> cgm_ak11a
<1603> cgm_ak11a

// <1604> sys20_adv00
<1604> sys20_adv00

// <1605> cgm_ak23a
<1605> cgm_ak23a

// <1606> sys20_adv00
<1606> sys20_adv00

// <1607> cgm_ak11a
<1607> cgm_ak11a

// <1608> sys20_adv00
<1608> sys20_adv00

// <1609> sys20_adv00
<1609> sys20_adv00

// <1610> cgm_ak23a
<1610> cgm_ak23a

// <1611> sys20_adv00
<1611> sys20_adv00

// <1612> cgm_ak15a
<1612> cgm_ak15a

// <1613> sys20_adv00
<1613> sys20_adv00

// <1614> cgm_ak13a
<1614> cgm_ak13a

// <1615> sys20_adv00
<1615> sys20_adv00

// <1616> cgm_ak23a
<1616> cgm_ak23a

// <1617> sys20_adv00
<1617> sys20_adv00

// <1618> cgm_ak34a
<1618> cgm_ak34a

// <1619> sys20_adv00
<1619> sys20_adv00

// <1620> sys20_adv00
<1620> sys20_adv00

// <1621> cgm_ak16a
<1621> cgm_ak16a

// <1622> sys20_adv00
<1622> sys20_adv00

// <1623> cgm_ak23a
<1623> cgm_ak23a

// <1624> sys20_adv00
<1624> sys20_adv00

// <1625> cgm_ak34a
<1625> cgm_ak34a

// <1626> sys20_adv00
<1626> sys20_adv00

// <1627> cgm_ak11a
<1627> cgm_ak11a

// <1628> sys20_adv00
<1628> sys20_adv00

// <1629> cgm_ak22a
<1629> cgm_ak22a

// <1630> sys20_adv00
<1630> sys20_adv00

// <1631> cgm_ak11a
<1631> cgm_ak11a

// <1632> sys20_adv00
<1632> sys20_adv00

// <1633> cgm_ak22a
<1633> cgm_ak22a

// <1634> sys20_adv00
<1634> sys20_adv00

// <1635> cgm_ak11a
<1635> cgm_ak11a

// <1636> sys20_adv00
<1636> sys20_adv00

// <1637> cgm_ak15a
<1637> cgm_ak15a

// <1638> sys20_adv00
<1638> sys20_adv00

// <1639> cgm_ak23a
<1639> cgm_ak23a

// <1640> sys20_adv00
<1640> sys20_adv00

// <1641> cgm_ak13a
<1641> cgm_ak13a

// <1642> sys20_adv00
<1642> sys20_adv00

// <1643> cgm_ak11ah
<1643> cgm_ak11ah

// <1644> sys20_adv00
<1644> sys20_adv00

// <1645> cgm_ak13a
<1645> cgm_ak13a

// <1646> sys20_adv00
<1646> sys20_adv00

// <1647> cgm_ak30a
<1647> cgm_ak30a

// <1648> sys20_adv00
<1648> sys20_adv00

// <1649> cgm_ak33a
<1649> cgm_ak33a

// <1650> sys20_adv00
<1650> sys20_adv00

// <1651> kuro
<1651> kuro

// <1652> sys20_adv00
<1652> sys20_adv00

// <1653> bg015
<1653> bg015

// <1654> sys20_adv00
<1654> sys20_adv00

// <1655> cgm_lc10a
<1655> cgm_lc10a

// <1656> sys20_adv00
<1656> sys20_adv00

// <1657> cgm_ch13a
<1657> cgm_ch13a

// <1658> sys20_adv00
<1658> sys20_adv00

// <1659> cgm_kt11a
<1659> cgm_kt11a

// <1660> sys20_adv00
<1660> sys20_adv00

// <1661> cgm_ch34a
<1661> cgm_ch34a

// <1662> sys20_adv00
<1662> sys20_adv00

// <1663> sys20_adv00
<1663> sys20_adv00

// <1664> cgm_kt16a
<1664> cgm_kt16a

// <1665> sys20_adv00
<1665> sys20_adv00

// <1666> cgm_kt14a
<1666> cgm_kt14a

